"","Player","Team","GP","MPG","PPG","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","ORB","DRB","RPG","APG","SPG","BPG","TOV","PF","TS%","eFG%","Total S %","ORB%","DRB%","TRB%","AST%","TOV%","STL%","BLK%","USG%","PPR","PPS","ORtg","DRtg","eDiff","FIC","PER","HOB","Ast/TO","Stl/TO","FT/FGA","W's","L's","Win %","OWS","DWS","WS","CalledUp","Pos","WT","HT","Draft","pic"
"118","Marcus Graves","WIS",31,27.4,8.6,3,8.4,0.363,1.1,4.1,0.276,0.9,1.1,0.848,0.5,2.8,3.3,5.4,1.2,0.5,1.9,2.2,0.486,0.431,148.7,1.9,11.4,6.5,25.9,18,2.1,1.5,17.2,6,1,99.1,118.3,-19.3,262.6,10.6,0.202,2.8,0.6,0.1,8,23,0.258,-0.5,0.5,-0.1,0,"G",187,73,"Undrafted",272.8
"119","Hassani Gravett","LAK",32,29.8,13.9,5,11.8,0.423,1.8,5.4,0.337,1.2,1.4,0.804,0.7,4,4.6,6.2,1.3,0.3,2.6,1.9,0.557,0.5,156.5,2.4,15.2,8.6,31.1,17.2,2.1,0.8,22.6,5.2,1.2,104.8,118,-13.2,393.5,14.6,0.281,2.4,0.5,0.1,11,21,0.344,0,0.6,0.6,1,"SG",188,74,"Undrafted",460.8
"120","Josh Gray","LIN",7,32.5,17.7,6.6,15.6,0.422,1.3,3.4,0.375,1.9,3,0.619,0.3,3.6,3.9,4.6,1.3,0.4,2.3,2.3,0.524,0.463,141.6,0.9,10.2,5.6,21,11.9,1.9,1.1,24.8,2.3,1.1,98.7,114.1,-15.4,75.1,12.5,0.267,2,0.6,0.2,3,4,0.429,-0.2,0.2,0,0,"G",170,73,"Undrafted",89.95
"121","Raiquan Gray","LIN",26,22.8,6.3,2.3,5.3,0.438,0.2,1,0.24,0.9,1.1,0.821,1.8,4.7,6.4,3,0.8,0.5,1.5,2.7,0.553,0.46,149.9,7.7,20.8,14.2,18.2,21.1,1.8,2.1,13.5,2.2,1.2,107.3,110,-2.7,228,13,0.133,2,0.5,0.2,12,14,0.462,0.1,0.9,1,0,"PF",260,79,"Rnd 2",222.3
"122","Jaire Grayer","LAK",24,22.8,7.8,3,7.1,0.421,0.9,3.1,0.284,0.5,0.9,0.591,1.5,3.7,5.2,1.5,0.8,0.5,1.2,2,0.517,0.482,129.6,7.1,19,12.8,9.4,13.8,1.6,2.4,17.2,-0.9,1.1,99.7,118.3,-18.6,167.8,11.3,0.114,1.2,0.6,0.1,9,15,0.375,-0.3,0.3,0,0,"SG",210,77,"Undrafted",170.4
"123","Gerald Green","RGV",21,28,16.6,5.9,13.7,0.427,3.1,9,0.347,1.1,1.4,0.828,1.2,3.6,4.9,2,0.7,0.7,2,2.2,0.579,0.542,160.2,4.8,13.3,9.1,10.3,12.5,1.2,2.1,24.1,-2.5,1.2,111.9,117.6,-5.6,209.6,14.9,0.178,1,0.3,0.1,14,7,0.667,0.5,0.4,0.9,0,"GF",205,79,"Rnd 1",242.55
"124","Quade Green","GRG",31,24.4,11.4,4,10.5,0.385,1.3,4.5,0.29,1.3,1.5,0.872,0.1,2.3,2.5,5.6,0.8,0.1,2,1.9,0.512,0.446,154.7,0.6,9.9,5.3,33.6,15.4,1.7,0.5,23.7,7,1.1,101.7,115.7,-14,261.1,12.3,0.237,2.7,0.4,0.1,16,15,0.516,-0.3,0.6,0.3,0,"PG",170,72,"Undrafted",297.6
"125","Kyle Guy","CLE",9,33.8,19.8,7,15.9,0.441,3.2,9.3,0.345,1.3,1.8,0.75,0.4,3.9,4.3,3.9,0.7,0.7,1.9,2.2,0.593,0.542,153.6,1.3,12.4,6.6,18.4,10.2,1,1.9,24,2.1,1.2,107.8,122.7,-14.9,115,15.3,0.273,2.1,0.4,0.1,2,7,0.222,0.1,0,0.1,1,"SG",167,73,"Rnd 2",138.15
"126","Ashton Hagans","RAP",27,27.4,10.8,3.6,8.6,0.418,0.7,2.1,0.339,1.9,2.3,0.806,0.9,2.9,3.8,6.5,1.8,0.5,2.9,2.5,0.561,0.459,156.4,3.5,11,7.2,32.2,23.4,3.2,1.6,19.2,5.2,1.3,104,107.8,-3.8,302,14.2,0.242,2.2,0.6,0.3,19,8,0.704,-0.1,1.3,1.2,0,"PG",190,75,"Undrafted",321.3
"127","Tyler Hagedorn","MNE",15,19.9,6.2,2.3,4.9,0.466,1.2,3.2,0.375,0.3,0.5,0.571,0.5,2.9,3.5,0.9,0.2,0.1,0.8,1.1,0.611,0.589,141.2,2.7,15.7,9,6.1,13.6,0.5,0.6,12.8,-1.1,1.3,107.8,117,-9.3,74.1,9.1,0.078,1.1,0.3,0.1,6,9,0.4,0.1,0.2,0.3,0,"PF",230,82,"Undrafted",87
"128","Josh Hall","RAP",24,14,5.6,2,4.7,0.42,0.5,1.6,0.308,0.6,1.3,0.484,0.5,2.5,3,0.9,0.3,0.3,0.8,1.8,0.533,0.473,121.1,4,18.6,11.2,8.4,12.5,0.9,1.6,18,-1.2,1.2,96.2,112.3,-16.1,89.9,9,0.066,1.2,0.3,0.3,16,8,0.667,-0.3,0.4,0.1,0,"F",190,81,"Undrafted",88.8
"129","Tyler Hall","WES",25,35.1,15.5,5.2,11.7,0.449,3.8,9.2,0.415,0.8,1.2,0.7,0.3,3.8,4.1,4.2,0.9,0.2,1.6,1.4,0.634,0.611,156.3,0.8,11.6,6.2,16.7,11.3,1.2,0.6,17,3.5,1.3,117.6,115.6,2.1,312.3,14,0.229,2.7,0.6,0.1,15,10,0.6,1.1,0.8,1.8,1,"SG",210,77,"Undrafted",368.75
"130","Zach Hankins","BIR",32,25.5,13.3,5.7,8.5,0.675,0,0,0,1.1,1.6,0.654,3.5,4.8,8.3,1.7,0.3,1.3,1.5,3.1,0.723,0.675,132.9,15.3,20.1,17.8,10.4,13.8,0.7,4.4,18.9,-1.4,1.6,131.4,116.9,14.6,438.3,23,0.179,1.1,0.2,0.2,18,14,0.563,2.4,0.6,3,0,"C",245,84,"Undrafted",467.2
"131","Jared Harper","BIR",23,34,21.2,7,14,0.497,2.5,6.1,0.411,2.9,3.7,0.786,0.3,3.5,3.9,7.2,1.2,0.1,2.5,2.3,0.68,0.587,169.4,1.2,10.6,6.1,31.3,13.7,1.8,0.3,24,7,1.5,121.4,118.1,3.3,396.8,20,0.335,2.9,0.5,0.3,16,7,0.696,1.8,0.4,2.3,1,"PG",175,72,"Undrafted",476.1
"132","Kevon Harris","RAP",24,30.2,15.1,5.6,11.8,0.473,1.5,4.5,0.343,1.5,2.1,0.74,1.9,3.9,5.8,3.5,1.5,0.4,2,2.7,0.593,0.539,155.6,6.2,13.1,9.6,17,13.8,2.4,1.3,20.5,1,1.3,112.3,108.9,3.4,293.8,16.6,0.218,1.7,0.7,0.2,18,6,0.75,0.6,1.2,1.8,0,"SF",220,78,"Undrafted",327.6
"133","Shaquille Harrison","DEL",27,31.1,12.6,4.6,10.9,0.427,1.6,4.3,0.368,1.2,1.6,0.762,0.7,4,4.7,5.9,1.8,0.6,2,2.8,0.546,0.5,155.6,2.4,13.2,7.7,23.7,15,2.7,1.6,17.8,5.8,1.2,110.5,112.5,-2,336.3,14.4,0.23,2.9,0.9,0.1,20,7,0.741,0.5,1,1.5,1,"G",195,75,"Undrafted",363.15
"134","Sam Hauser","MNE",13,35,20.2,7.2,15.5,0.46,4.4,10.8,0.407,0.9,1.2,0.8,1.1,5.2,6.2,2.9,1.1,0.5,1.1,1.5,0.63,0.601,166.8,3.5,14.8,9.5,12.8,6.3,1.5,1.4,21.3,2.5,1.3,120.3,111.9,8.4,205.6,17.8,0.244,2.7,1,0.1,7,6,0.538,0.8,0.6,1.4,0,"SF",215,80,"Undrafted",247
"135","T.J. Haws","LAK",30,22.4,8.2,3,7,0.426,1.3,3.4,0.388,0.5,0.7,0.667,0.3,2,2.3,2.6,0.7,0.1,1.2,2.4,0.561,0.522,148.1,1.6,10.1,5.7,16.5,14.2,1.6,0.4,17,2.3,1.2,103.3,120.7,-17.4,164.1,10,0.14,2.1,0.6,0.1,9,21,0.3,-0.1,0.2,0.1,0,"SG",170,76,"Undrafted",177
"136","Reggie Hearn","MHU",33,31.5,11.4,3.8,9.2,0.407,1.6,5.4,0.303,1.4,1.7,0.821,0.6,4.5,5,2.4,1,0.2,1.6,2.5,0.572,0.495,153.1,1.8,15,8.3,10.3,14.1,1.5,0.5,15.8,-0.2,1.2,102.6,116.4,-13.9,278.5,9.8,0.149,1.4,0.6,0.2,15,18,0.455,-0.2,0.8,0.6,0,"G",210,77,"Undrafted",326.7
"137","Jay Henderson","SXF",4,19.4,5,1.8,4.5,0.389,1.5,3.5,0.429,0,0.3,0,0.3,1.3,1.5,1.5,1,0,0.5,1.5,0.542,0.556,81.7,1.4,7.4,4.4,11.5,9.8,2.6,0,11.9,2.7,1.1,107.7,105.6,2.1,15.9,9.2,0.089,3,2,0.1,2,2,0.5,0,0.2,0.2,0,"G",180,76,"Undrafted",15.8
"138","Aaron Henry","DEL",27,27.5,13.3,5.1,11.5,0.445,1.6,4.3,0.368,0.8,1,0.75,1,3.6,4.6,2.5,1.3,0.5,1.5,1.9,0.555,0.515,156.3,3.8,13.5,8.5,11.8,11.3,2.2,1.5,20,0.5,1.2,106,113.8,-7.8,264.5,13.6,0.166,1.6,0.9,0.1,19,8,0.704,0.1,0.8,0.9,0,"F",210,77,"Undrafted",309.15
"139","Dewan Hernandez","WES",32,30.9,20,8.1,14.1,0.572,0.5,1.8,0.304,2,3.2,0.631,2.3,6.9,9.2,1.8,1.2,1.1,2.3,2.9,0.646,0.591,150.7,7.8,23.9,15.8,9.9,12.7,1.9,3.2,25,-3.3,1.4,111,109.8,1.2,514.1,21,0.242,0.8,0.5,0.2,17,15,0.531,0.8,1.5,2.3,0,"FC",235,82,"Rnd 2",614.4
"140","Haywood Highsmith","DEL",11,29.4,13.4,4.9,9.8,0.5,2.4,6.1,0.388,0.8,1.3,0.643,2,3.4,5.4,2.3,1.2,1,0.8,1.6,0.644,0.62,153.1,6.4,11.4,8.9,10.8,7.3,1.9,3,15.5,2.3,1.4,129.1,111.6,17.5,141.5,18,0.169,2.8,1.4,0.1,8,3,0.727,0.7,0.4,1.1,1,"F",220,79,"Undrafted",154
"141","Malcolm Hill","WCB",8,33.1,18.1,5.9,11.8,0.5,2.4,6,0.396,2.6,3,0.875,1.8,5.3,7,3.1,0.8,0.3,1.5,2.4,0.693,0.601,177.1,5.4,18,11.3,13.6,10.3,1.2,0.7,19.4,1.8,1.5,127.1,120.9,6.2,122.5,19.1,0.216,2.1,0.5,0.3,4,4,0.5,0.6,0.1,0.7,1,"G",220,78,"Undrafted",145.2
"142","Nate Hinton","FWN",33,37.2,18.1,6.4,13.9,0.459,2.1,5.6,0.38,1.9,2.2,0.865,2.2,6.8,9,2.1,2.2,0.5,2.2,3.5,0.607,0.535,170.4,5.7,18.8,12,7.9,12.6,2.7,1.1,18.6,-1.9,1.3,109.3,110.4,-1.1,493.3,15.1,0.201,1,1,0.2,17,16,0.515,0.6,1.8,2.3,1,"SF",210,77,"Undrafted",562.65
"143","Jaylen Hoard","OKL",25,24.9,11,4.3,7.9,0.545,0,0.4,0.111,1.4,2.4,0.557,2.4,4.5,6.9,2,1,0.6,1.2,2.6,0.609,0.548,121.4,10.1,16.9,13.7,12,12.1,2,2.2,17.4,0.5,1.4,115.5,108.6,6.9,275.6,17.2,0.153,1.6,0.8,0.3,10,15,0.4,0.7,1,1.7,1,"PF",216,80,"Undrafted",290
"144","Tra Holder","WES",19,25.5,11.5,3.7,8.4,0.444,1.2,3.4,0.359,1.6,2.3,0.705,0.5,2.8,3.3,3.7,1,0,1.4,1.4,0.608,0.516,150.8,2,12.9,7.2,21,13.1,1.9,0,18.9,4.3,1.4,110.5,119.9,-9.4,180.5,13.8,0.186,2.6,0.7,0.3,7,12,0.368,0.3,0.2,0.5,0,"PG",180,74,"Undrafted",209.95
"145","Demarcus Holland","DEL",24,17.6,2.9,1,2.8,0.373,0.4,1.3,0.333,0.3,0.4,0.667,0.9,1.7,2.5,0.9,0.9,0.2,0.5,1.6,0.493,0.448,137.3,4.9,10.1,7.4,5.9,13.4,2.4,0.9,8,0.8,1,106.4,115.9,-9.5,84.9,7.6,0.043,2,2,0.1,17,7,0.708,0,0.3,0.4,0,"G",179,76,"Undrafted",70.8
"146","Tra-Deon Hollins","SLC",12,24.7,7.3,2.7,6.3,0.427,1.3,2.8,0.441,0.6,0.9,0.636,0.3,2.9,3.2,6.5,1.7,0.1,2.3,2,0.551,0.527,150.4,1.1,13,7,34.9,25.3,3.3,0.3,15.8,8.5,1.2,108.5,117.5,-9.1,116.9,13.9,0.221,2.9,0.7,0.1,4,8,0.333,0.1,0.2,0.3,0,"G",195,74,"Undrafted",124.8
"147","Aric Holman","AUS",31,23.6,11.6,4.3,11.1,0.384,1.8,6.6,0.279,0.8,1,0.781,1.5,4.3,5.8,1.9,0.8,1.7,1.5,1.8,0.501,0.467,144.4,6.3,19.6,12.6,11.7,11.6,1.7,6.1,23.3,-1,1,100.2,109.5,-9.3,296.8,15.4,0.148,1.3,0.5,0.1,13,18,0.419,-0.4,1.1,0.7,1,"C",225,81,"Undrafted",306.9
"148","Daulton Hommes","BIR",14,24.1,13.4,4.2,8.9,0.472,2.7,6.9,0.396,1.2,1.4,0.895,0.7,3.6,4.3,2.1,0.7,0.4,0.8,2.7,0.701,0.624,176.3,3.3,15.7,9.7,12.8,7.6,1.5,1.6,19.8,2.8,1.5,126.5,118.8,7.7,149.6,18.9,0.152,2.7,0.9,0.2,8,6,0.571,0.8,0.2,0.9,0,"G",215,80,"Undrafted",167.3
"149","Scotty Hopson","OKL",32,27.8,13.5,5.4,10.8,0.496,0.9,2.9,0.319,1.2,1.7,0.685,1.1,3.8,4.8,3.2,1.1,0.3,2.3,1.8,0.584,0.539,150,4,13.3,8.8,17.5,16.8,1.9,1.1,21.6,-0.9,1.2,104.1,111.4,-7.3,318,14.3,0.21,1.3,0.5,0.2,13,19,0.406,-0.1,1.2,1.1,1,"GF",204,79,"Undrafted",393.6
"150","Josh Huestis","CLE",30,26.3,6.8,2.4,6.7,0.356,1.4,4.8,0.301,0.4,0.6,0.632,1.4,4.5,5.9,0.8,0.6,0.9,0.8,1.4,0.487,0.463,128.9,5.4,17,11.3,4.3,10.6,1.1,3.3,13,-1.1,1,99.9,115.5,-15.6,213.9,9.5,0.082,1,0.7,0.1,6,24,0.2,-0.3,0.7,0.4,0,"SF",230,79,"Rnd 1",214.5
"151","Jay Huff","SBL",28,25.9,15.7,6.6,10.3,0.639,0.5,1.9,0.283,1.3,1.5,0.814,2.5,3.6,6.1,1.1,0.7,2.5,1.3,3.2,0.717,0.665,173.6,10.4,15,12.7,6.4,10.2,1.3,8.5,19.8,-2,1.5,130.5,109.5,21,394.4,24.5,0.173,0.9,0.5,0.1,18,10,0.643,2,1.1,3.1,0,"C",240,85,"Undrafted",425.6
"152","Feron Hunt","WES",34,35.3,18,7.4,13.4,0.551,1.2,3.2,0.364,1.2,1.6,0.745,2.4,5.1,7.5,2.4,1.4,0.9,2.3,2.9,0.639,0.595,166,7.1,15.4,11.2,10.8,14,2,2.3,20.1,-1.9,1.3,113.8,114.6,-0.7,499.9,17.8,0.239,1.1,0.6,0.1,17,17,0.5,1.2,1.2,2.4,1,"SF",195,80,"Undrafted",576.3
"153","Chandler Hutchison","SXF",20,36.2,11.4,4.4,10,0.435,0.6,2.4,0.229,1.4,2,0.7,1,6,7,3,0.9,0.5,2.1,2,0.524,0.463,136.4,3,17.6,10.4,11.6,15.9,1.2,1.3,15.9,-0.1,1.1,96.5,117.1,-20.6,200,9.3,0.183,1.5,0.4,0.2,11,9,0.55,-0.6,0.5,-0.1,0,"SG",197,79,"Rnd 1",235
"154","Andre Ingram","SBL",25,12.3,3,0.9,2.4,0.383,0.8,2.1,0.365,0.2,0.3,0.714,0.1,1,1.1,0.5,0.3,0,0.2,1,0.594,0.542,146.3,0.7,9.1,5,4.9,8.7,1.1,0,9.4,0.9,1.3,113.4,119,-5.7,50.9,6.5,0.032,2.2,1.2,0.1,17,8,0.68,0.1,0.1,0.3,0,"G",184,75,"Undrafted",51.25
"155","Wesley Iwundu","CLE",14,24.7,8.1,3,7,0.429,0.4,1.6,0.261,1.1,1.4,0.789,1.4,4.4,5.8,2.5,0.9,0.4,1.4,1.4,0.531,0.459,147.9,6,16.7,11.8,13.6,15.8,1.8,1.3,15.7,1,1.2,105.3,114.3,-9.1,120.9,12.2,0.131,1.8,0.7,0.2,5,9,0.357,0,0.3,0.4,0,"F",195,78,"Rnd 2",135.8
"156","Justin Jackson (2)","LIN",7,23.3,11.1,4.1,8,0.518,2.3,5,0.457,0.3,0.3,1,1.6,4.3,5.9,0.4,1.4,0.4,1,1,0.686,0.661,197.5,6.7,17.4,12.2,2.7,11,2.9,1.6,16.5,-3,1.4,124.2,108.3,15.9,74.3,18.9,0.11,0.4,1.4,0,3,4,0.429,0.3,0.3,0.6,1,"SF",225,79,"Rnd 2",86.1
"157","Justin Jackson (1)","TEX",28,36.3,22.2,7.3,17.6,0.413,3.5,9.6,0.363,2.4,2.8,0.883,1.2,5.5,6.7,3.4,1.1,0.4,1.7,1.4,0.588,0.512,165.9,3.4,15.8,9.7,14.5,8.2,1.5,0.8,24.9,1.6,1.3,111.1,117,-5.8,438.1,16.9,0.263,2,0.7,0.2,18,10,0.643,0.8,0.7,1.6,1,"F",220,80,"Rnd 1",537.6
"158","Justin James","CLE",21,31.2,19.7,6.8,16.3,0.414,2,6,0.323,2.4,3.6,0.671,0.9,4.8,5.6,3.5,0.9,0.3,3.1,2.3,0.549,0.474,140.8,2.8,14.8,9,19.1,14.7,1.4,0.8,29.4,-2.4,1.2,97.1,117.5,-20.4,230.3,13.4,0.263,1.1,0.3,0.2,5,16,0.238,-0.8,0.4,-0.4,1,"SG",190,79,"Rnd 2",281.4
"159","Ra'Shad James","BIR",31,28.4,9.7,3.6,8.9,0.404,1.6,3.9,0.402,0.5,0.8,0.625,0.5,3.3,3.8,2.4,0.7,0.2,1.1,1.7,0.525,0.493,143,2,12.7,7.4,11.3,10.6,1.3,0.5,16.4,1.7,1.1,101.8,120.5,-18.7,217.5,9.3,0.143,2.1,0.6,0.1,18,13,0.581,-0.3,0.3,0,0,"G",195,73,"Undrafted",249.55
"160","DeJon Jarreau","CAP",18,22.7,11.3,4.2,9.9,0.425,0.7,2.5,0.289,1.2,1.7,0.71,1.2,4,5.2,3.6,0.9,0.8,1.7,1.8,0.527,0.461,142.3,5.5,19.1,12.1,22.3,13.9,1.9,3,22.7,3,1.1,104.9,112.4,-7.6,181.1,15.9,0.18,2.1,0.5,0.2,12,6,0.667,0,0.5,0.5,1,"PG",185,77,"Undrafted",199.8
"161","Justin Jaworski","OKL",27,20.7,9.8,3.2,7.9,0.402,2,5.4,0.377,0.8,0.8,0.955,0.4,2.8,3.1,1.4,0.7,0.1,0.9,1.4,0.592,0.53,173.3,1.8,13.1,7.6,9.9,9.3,1.8,0.5,18.9,0.4,1.2,109.7,112.9,-3.2,182,12.8,0.113,1.7,0.9,0.1,9,18,0.333,0.3,0.7,0.9,0,"G",196,75,"Undrafted",214.65
"162","Damien Jefferson","MHU",24,25.3,12.3,4.7,10,0.471,1.6,4.2,0.39,0.7,1,0.739,0.9,3,3.9,1.5,0.6,0,1.4,1.1,0.59,0.552,160,3.6,12.6,8.1,8.8,11.7,1.2,0,20.1,-1.4,1.2,108.9,119.1,-10.2,186.9,13.2,0.148,1.1,0.5,0.1,13,11,0.542,0.3,0.3,0.5,0,"SF",220,77,"Undrafted",234
"163","DaQuan Jeffries","COL",16,25.8,14.3,5.4,11.2,0.486,1.7,4.9,0.342,1.1,1.2,0.947,0.8,3.1,3.9,1.6,1.1,0.6,1.1,3.3,0.608,0.561,177.5,3.5,12.2,8,8.5,8.3,2,1.9,21.1,0.1,1.3,114.4,116.1,-1.7,145.4,16.4,0.154,1.5,1,0.1,13,3,0.813,0.4,0.3,0.8,1,"SF",225,77,"Undrafted",168
"164","B.J. Johnson","LAK",24,28.7,20.8,7,16.3,0.431,2.7,7.1,0.38,2.4,2.8,0.838,1.2,5.1,6.3,1.9,1.1,0.3,2.6,1.9,0.591,0.514,164.9,4.5,20.7,12.3,11.1,13,1.9,1,31.2,-4.8,1.3,98.8,117.9,-19,293.3,16.5,0.225,0.7,0.4,0.2,8,16,0.333,-0.7,0.4,-0.3,1,"SF",200,79,"Undrafted",370.8
"165","David Johnson","RAP",23,23.8,11.5,4.3,10.5,0.407,2,6.3,0.324,0.6,0.7,0.813,0.5,2.8,3.3,2.3,0.7,0.4,1.1,2.4,0.532,0.504,154.3,2,12.5,7.1,14.3,9.5,1.4,1.5,20.8,1.8,1.1,107.4,112.4,-5.1,162.5,12.3,0.158,2.1,0.6,0.1,16,7,0.696,0.2,0.7,0.8,0,"SG",209,76,"Rnd 2",182.85
"166","Jalen Johnson","COL",8,34.6,22.5,9,18.3,0.493,1.4,4.3,0.324,2,3.5,0.571,1.5,9.8,11.3,4.4,1.1,1.6,2.8,2.4,0.568,0.531,138.8,4.3,27.3,15.9,18.1,12.2,1.5,3.8,26.3,0.5,1.2,104.5,103.5,1,156,19.5,0.297,1.6,0.4,0.2,6,2,0.75,0,0.6,0.6,0,"PF",220,81,"Rnd 1",186.8
"167","Jaylen Johnson","MCC",29,17.5,8.2,3.1,6.3,0.497,1,2.8,0.363,0.6,0.9,0.615,1.4,3.3,4.8,2,0.5,1.1,1.4,2,0.615,0.577,147.5,8.6,19.1,14,16.4,17.4,1.4,5,19.6,-0.3,1.3,112.3,107.5,4.7,241.5,17.8,0.122,1.4,0.4,0.1,20,9,0.69,0.4,0.9,1.3,0,"F",230,81,"Undrafted",242.15
"168","Kaleb Johnson","AUS",23,16.2,6.1,2.6,5.2,0.5,0,0.2,0.2,0.4,0.8,0.526,1.2,1.9,3.1,0.7,0.5,0.2,0.9,1.1,0.545,0.504,122.6,7.3,12.5,9.8,5.6,13.5,1.4,0.9,16.5,-2.6,1.2,101.6,116.2,-14.6,101.4,11.2,0.077,0.8,0.6,0.2,10,13,0.435,-0.1,0.3,0.2,0,"SF",205,78,"Undrafted",112.7
"169","Keon Johnson","ACC",7,31.1,16,6.1,15.9,0.387,1.3,4,0.321,1.6,2.3,0.688,0.3,5.3,5.6,2.6,0.9,1.3,4.7,3,0.474,0.428,139.6,1,16.2,9.2,13.5,21.8,1.4,3.6,30.2,-9.8,1,77.8,101.8,-24,42,6.2,0.22,0.5,0.2,0.1,6,1,0.857,-1,0.5,-0.5,0,"PG",185,76,"Rnd 1",51.8
"170","Nino Johnson","SLC",17,17.8,4.2,1.8,3.4,0.526,0,0.2,0,0.4,0.7,0.583,1.2,3.1,4.2,0.8,1.2,0.6,1.1,3,0.57,0.526,111,6.8,18.6,12.6,5.7,23.4,3.2,3,11.7,-3.4,1.2,98.2,111.2,-13,81.3,10.9,0.062,0.7,1.1,0.2,7,10,0.412,-0.1,0.4,0.3,0,"F",245,81,"Undrafted",71.4
"171","Carlik Jones","TEX",33,35.6,21.1,7.7,16.6,0.466,1.1,3.5,0.313,3.3,4,0.82,0.8,3.9,4.7,7.5,1.3,0.2,2.8,1.7,0.575,0.499,159.9,2.3,11.4,6.9,34,13.4,1.8,0.6,26.2,6.2,1.3,112.3,118,-5.6,535.4,18.6,0.378,2.6,0.5,0.2,19,14,0.576,1.3,0.7,2,1,"PG",185,73,"Undrafted",666.6
"172","Jemerrio Jones","SBL",31,21.5,6.2,2.8,5,0.568,0.1,0.3,0.333,0.2,0.6,0.368,3.4,4.4,7.7,2.5,1.2,0.8,1.3,2.8,0.591,0.577,126.9,16.7,21.8,19.3,14.5,20.1,2.7,3.2,12.8,1.4,1.2,122.4,107.9,14.5,327.4,18.4,0.119,1.9,0.9,0.1,21,10,0.677,1,1.2,2.2,1,"F",175,77,"Undrafted",300.7
"173","Kai Jones","GBO",24,31.6,18.3,7.2,11.6,0.62,0.8,2.8,0.294,1.8,2.8,0.636,2.7,8.1,10.8,0.8,1.3,2.2,1.7,3.1,0.711,0.656,155.1,9.1,27.7,18.4,4.6,11.7,2,6.2,20.4,-3.7,1.6,120.7,110.8,9.9,439.8,23.5,0.208,0.5,0.8,0.2,5,19,0.208,1.3,1.1,2.4,0,"PF",221,82,"Rnd 1",498
"174","Mason Jones","SBL",28,37.2,25.5,8.9,17.4,0.513,2.6,6.3,0.412,3.3,4,0.823,1.3,5.5,6.8,5.8,1.6,0.1,3.6,3.3,0.664,0.588,174.9,3.7,15.7,9.8,22.6,16,2.1,0.3,25.5,0.6,1.5,116.6,114.6,2,521.4,20.3,0.33,1.6,0.5,0.2,18,10,0.643,1.8,1,2.8,1,"G",200,76,"Undrafted",644
"175","ShawnDre' Jones","MCC",29,23.3,9.4,3.5,8.9,0.397,0.7,2.5,0.292,1.2,1.5,0.814,0.7,1.5,2.2,4.3,0.5,0.2,1.5,1.4,0.497,0.438,150.3,3.1,6.4,4.8,25.1,13.5,1,0.6,19.8,5.8,1.1,105.1,115.1,-10,198.9,10.9,0.185,2.9,0.3,0.2,21,8,0.724,0,0.6,0.6,0,"G",170,72,"Undrafted",218.95
"176","Mfiondu Kabengele","RGV",25,29,17.5,6.3,10.6,0.596,1.3,3,0.434,2,2.5,0.806,3.7,5.7,9.4,1.6,0.8,0.9,1.6,3.3,0.748,0.658,183.7,13,20.2,16.6,7.8,12.3,1.3,2.6,18.7,-2.1,1.6,135,113.6,21.4,412.8,23.1,0.178,1,0.5,0.2,19,6,0.76,2.3,0.8,3,0,"SF",250,82,"Rnd 1",455
