"","Player","Team","GP","MPG","PPG","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","ORB","DRB","RPG","APG","SPG","BPG","TOV","PF","TS%","eFG%","Total S %","ORB%","DRB%","TRB%","AST%","TOV%","STL%","BLK%","USG%","PPR","PPS","ORtg","DRtg","eDiff","FIC","PER","HOB","Ast/TO","Stl/TO","FT/FGA","W's","L's","Win %","OWS","DWS","WS","CalledUp","Pos","WT","HT","Draft","pic"
"177","Georgios Kalaitzakis","OKL",31,19.7,10,3.2,7.5,0.422,0.6,2.5,0.234,1.8,2.5,0.75,1.1,2.9,3.9,2.2,1,0.3,2.1,1.9,0.586,0.461,140.6,5.7,14.2,10.1,16,19.7,2.4,1.1,23.2,-3.3,1.3,96.1,110.3,-14.2,218.8,12.4,0.13,1,0.5,0.3,13,18,0.419,-0.7,0.9,0.2,1,"F",205,79,"Rnd 2",241.8
"178","Tiwian Kendley","WIS",25,23.5,10.5,3.7,8.8,0.425,1,3.3,0.313,1.2,1.8,0.667,0.5,2.2,2.7,1.6,0.8,0.4,1.6,1.3,0.549,0.484,140.5,2.1,9.5,5.7,9.5,14,1.7,1.6,19.8,-2,1.2,94.2,121.3,-27.1,151.6,9.7,0.126,1,0.5,0.2,5,20,0.2,-0.7,0.1,-0.6,0,"SG",190,77,"Undrafted",173.75
"179","Braxton Key","DEL",24,27.9,19,7,14.3,0.494,1.6,4.2,0.39,2,3,0.662,2.3,5.4,7.7,3.5,2.2,1.5,2.2,3.2,0.612,0.551,154.6,8.1,20.2,14,18.5,12.4,3.7,4.8,26.1,0.5,1.3,112.9,105.6,7.3,409.4,23.4,0.234,1.6,1,0.2,18,6,0.75,0.8,1.3,2.1,1,"SF",230,80,"Undrafted",439.2
"180","George King","ACC",32,33.6,13.5,4.5,10.2,0.445,2.5,6.5,0.378,1.2,1.6,0.76,0.7,5.7,6.4,2.3,1.1,0.5,1.6,2.1,0.622,0.566,158.3,2.3,17.2,10.1,9.1,12.6,1.7,1.3,16,-0.1,1.3,113.3,110.9,2.4,371.8,13.3,0.159,1.5,0.7,0.2,22,10,0.688,0.8,1.5,2.3,1,"SF",220,78,"Rnd 2",428.8
"181","Louis King","WES",20,32,16.7,6.1,13.4,0.451,2.2,5.9,0.373,1.5,1.9,0.789,1.3,5.1,6.4,4.1,1.9,0.5,3,2.5,0.585,0.534,161.4,4.1,17.8,10.7,19,17.4,2.8,1.3,23.5,-0.9,1.2,102.4,111.3,-9,261.8,15.5,0.249,1.4,0.6,0.1,10,10,0.5,-0.2,0.9,0.6,0,"SF",205,79,"Undrafted",310
"182","V.J. King","WES",9,24.4,7,2.8,7.7,0.362,0.4,2.8,0.16,0.7,1.1,0.6,0.6,3.8,4.3,1.3,0.3,0.2,1.1,1.4,0.429,0.391,112.2,2.5,17.7,9.9,7.8,12,0.7,0.9,16.8,-0.9,0.9,83.1,120.9,-37.8,38.5,5.4,0.104,1.2,0.3,0.1,3,6,0.333,-0.5,0.1,-0.4,0,"SF",190,77,"Undrafted",45
"183","Brandon Knight","SXF",10,26.3,14.1,4.9,12.6,0.389,1.8,6,0.3,1.5,2.2,0.682,0.4,2.9,3.3,4.2,0.9,0,3,2,0.52,0.46,137.1,1.5,12.5,6.7,24.6,18.1,1.7,0,27.3,-0.8,1.1,91.5,118.6,-27,75,9.8,0.227,1.4,0.3,0.2,3,7,0.3,-0.6,0.1,-0.4,1,"G",182,74,"Rnd 1",89
"184","Luke Kornet","MNE",11,27.2,14.9,5.9,10.5,0.565,0.9,3.2,0.286,1.1,1.4,0.8,1.5,4.4,5.8,4.5,0.3,1.9,1.7,1.8,0.674,0.609,165.1,6.1,15.9,11.3,25.9,13.5,0.5,6.5,20.6,4.6,1.4,123,109.8,13.2,168.1,20.7,0.253,2.6,0.2,0.1,5,6,0.455,0.6,0.5,1.1,1,"F",252,86,"Undrafted",191.4
"185","Martin Krampelj","SXF",31,19.5,9.5,3.3,6,0.545,0.5,1.6,0.28,1.4,2.1,0.652,1.5,3.8,5.3,1,1.1,0.7,1.4,3.3,0.68,0.583,147.7,8.1,22.2,15,8.2,16.3,2.7,3.4,18.9,-3.5,1.6,109.6,111.4,-1.8,257.8,17.1,0.111,0.8,0.8,0.4,11,20,0.355,0.3,0.8,1.1,0,"PF",235,81,"Undrafted",260.4
"186","Arnoldas Kulboka","GBO",30,28.6,14.3,4.7,10.5,0.443,2.8,6.7,0.411,1.3,1.4,0.884,0.6,4.7,5.3,1.3,0.4,0.2,1.1,1.3,0.642,0.574,173.8,2.2,17.5,10.1,7.1,8.7,0.7,0.7,19.2,-0.7,1.4,111.9,119.4,-7.6,306.6,13.8,0.154,1.2,0.4,0.1,9,21,0.3,0.6,0.4,1,0,"SF",225,82,"Rnd 2",384
"187","Riley LaChance","BIR",31,21.4,8.2,3.2,7.1,0.447,1.4,3.7,0.371,0.3,0.5,0.714,0.5,1.5,2,2.3,0.6,0,0.7,1.6,0.566,0.546,153.2,2.7,7.5,5.1,15.2,9.3,1.4,0,17,3.8,1.2,113.7,122.1,-8.5,177,11.9,0.132,3.1,0.8,0.1,17,14,0.548,0.6,0.1,0.6,0,"G",185,74,"Undrafted",199.95
"188","Anthony Lamb","RGV",31,34.4,17.3,5.8,12.5,0.466,2.9,7.4,0.39,1.7,2.3,0.757,2.2,6,8.2,4.8,0.7,1.3,3.5,2.5,0.642,0.582,161.4,6.6,17.8,12.2,18.5,20.9,1,3.1,20,-1,1.4,114.7,114.1,0.6,488.8,16.2,0.238,1.4,0.2,0.2,23,8,0.742,1.2,1.1,2.3,1,"PF",225,78,"Undrafted",534.75
"189","Trey Landers","CLE",26,19.2,1.8,0.7,2.5,0.277,0.2,1.3,0.182,0.1,0.4,0.182,1.1,2.3,3.5,0.8,0.5,0.3,0.7,1.9,0.329,0.323,64.1,5.8,11.9,8.9,5.5,21.4,1.3,1.3,7.7,-1,0.7,79.4,118.4,-39,65.4,3.8,0.039,1.1,0.7,0.2,5,21,0.192,-0.6,0.3,-0.3,0,"SG",221,77,"Undrafted",36.4
"190","Terry Larrier","WIS",20,24.7,14.9,5.7,12.3,0.465,1,4,0.25,1.4,1.7,0.824,1.3,2.4,3.7,1.1,0.5,0.3,1.4,1,0.571,0.506,153.9,4.9,10.2,7.5,7.1,9.7,0.9,0.9,24.5,-2.6,1.2,102.1,120.1,-18.1,159.5,13.4,0.164,0.8,0.3,0.1,8,12,0.4,-0.2,0.2,0,0,"SF",195,80,"Undrafted",208
"191","A.J. Lawson","COL",33,31.8,11.8,4.5,9.5,0.481,1.5,4.4,0.342,0.7,1.3,0.545,1.2,5.1,6.3,1.6,1.3,0.4,1,2.9,0.588,0.561,136.9,3.8,16.5,10.2,6.5,8.8,1.9,0.9,14.5,0.3,1.3,113.3,114.7,-1.3,331.3,12.6,0.14,1.7,1.3,0.1,20,13,0.606,0.7,1,1.7,0,"F",179,78,"Undrafted",366.3
"192","Jalen Lecque","WIS",28,29.6,16.1,5.5,12.9,0.425,1.4,5.1,0.264,2.2,3.2,0.697,0.7,3.4,4.1,3.3,0.8,0.8,1.8,1.6,0.565,0.478,138.6,2.3,11.7,6.9,15.9,11.3,1.3,2.2,22.8,1.1,1.3,100.8,120,-19.2,299.6,12.9,0.207,1.8,0.5,0.2,8,20,0.286,-0.4,0.3,-0.1,0,"SG",185,76,"Undrafted",351.4
"193","Kalob Ledoux","SCW",29,27.8,13,4.8,10.9,0.438,2.6,6.3,0.404,0.6,0.8,0.783,0.7,2.5,3.2,1.9,0.8,0.2,1.4,2.2,0.578,0.556,162.5,2.8,9.2,6.1,9.6,11.4,1.3,0.7,19.5,-0.7,1.2,106.9,120.9,-14,215.4,11.7,0.158,1.3,0.5,0.1,14,15,0.483,0.2,0.2,0.4,0,"SG",190,76,"Undrafted",253.75
"194","Saben Lee","MCC",19,36.2,24,8.1,17.3,0.466,2.2,7.4,0.298,3.6,4.9,0.742,0.7,3.9,4.7,6.8,2.2,0.6,3.5,1.8,0.618,0.53,150.6,2.1,10.9,6.6,28.1,15.2,2.8,1.3,26.1,2.9,1.4,110.7,110.5,0.2,344.9,18.9,0.349,2,0.6,0.3,12,7,0.632,0.6,1,1.6,0,"PG",183,74,"Rnd 2",413.25
"195","Walt Lemon, Jr.","FWN",32,33.1,12.3,5,12.6,0.4,0.3,1.7,0.17,1.2,1.9,0.617,0.8,3.4,4.2,6.2,1.7,0.5,3.1,2.2,0.46,0.412,118.7,2.2,10.7,6.3,26.4,18.9,2.4,1.3,20.3,2.9,1,91.3,113.1,-21.8,309.3,9.4,0.271,2,0.5,0.1,16,16,0.5,-1.8,1.2,-0.6,0,"G",180,75,"Undrafted",340.8
"196","Matt Lewis","IWA",32,29.7,11.1,3.8,9,0.427,2.2,5.6,0.399,0.8,1,0.758,1.3,3.1,4.3,2.4,0.8,0.3,1.1,1.8,0.588,0.55,158.4,4.5,10.4,7.5,11.3,10.4,1.3,1,15.3,1.7,1.2,116.9,115.9,1,291.1,12.5,0.154,2.2,0.7,0.1,15,17,0.469,1,0.8,1.8,0,"GF",200,77,"Undrafted",316.8
"197","Scottie Lewis","GBO",32,30.5,12.1,4.3,9.2,0.474,1,3.3,0.292,1.4,1.6,0.88,0.7,2.3,3,2,1.4,1.3,2.4,2.4,0.613,0.527,164.7,2.6,8,5.4,9.7,19.8,2.3,3.8,18.1,-3.8,1.3,96,116.7,-20.7,258.3,11.1,0.163,0.8,0.6,0.2,9,23,0.281,-0.9,0.7,-0.2,0,"SF",185,77,"Rnd 2",284.8
"198","Scottie Lindsey","WCB",33,26.5,11.4,3.9,9.8,0.401,2.2,6.4,0.348,0.8,1.2,0.737,0.7,3.8,4.5,1.2,0.9,0.5,0.7,2.5,0.554,0.514,148.5,2.8,15,9,6.7,6.4,1.7,1.7,18.2,0.4,1.2,107,112.3,-5.3,260,12.3,0.128,1.7,1.3,0.1,15,18,0.455,0.2,1.1,1.3,0,"SG",210,77,"Undrafted",277.2
"199","Loudon Love","TEX",8,20.2,8.4,3.6,6.9,0.527,0,0,0,0.6,0.9,0.714,2.8,3.9,6.6,1.6,1.3,0.9,1.4,2.8,0.577,0.527,124.2,13.7,20.4,16.9,11.7,15.9,3,3.7,17.7,-1.4,1.2,112.9,109.6,3.4,76.4,19.1,0.125,1.2,0.9,0.1,5,3,0.625,0.1,0.3,0.4,0,"PF",260,80,"Undrafted",74
"200","Sheldon Mac","STO",30,30.1,15.4,5.4,11.7,0.46,1.3,3.4,0.396,1.9,2.2,0.851,0.4,2.9,3.3,1.8,1.3,0.2,1.3,1.5,0.607,0.517,170.7,1.5,10.8,6,8.9,9.1,2.1,0.7,20.8,-0.3,1.3,107,115.4,-8.4,289.6,14.1,0.177,1.4,1,0.2,10,20,0.333,0.2,0.8,1,0,"SG",201,78,"Undrafted",369
"201","Denzel Mahoney","AUS",25,19.2,5,1.8,4.5,0.393,1.3,3.5,0.379,0.1,0.2,0.75,0.3,1.2,1.5,1,0.5,0,0.4,2,0.545,0.54,152.2,1.6,6.6,4,6.9,8.1,1.3,0.2,10.9,1.4,1.1,114.1,118.5,-4.4,72.3,7.6,0.067,2.5,1.3,0,9,16,0.36,0.3,0.3,0.5,0,"SG",230,76,"Undrafted",66.25
"202","Thon Maker","LIN",22,19.8,7.8,2.8,6.4,0.433,0.5,2.1,0.213,1.1,1.5,0.706,2.6,3.9,6.5,0.7,0.5,1,0.9,2.5,0.548,0.468,135.1,13.3,20.5,16.9,5.1,11.4,1.4,4.7,17,-2.3,1.2,110.3,108.1,2.2,177,15.8,0.087,0.8,0.6,0.2,13,9,0.591,0.2,0.7,1,0,"C",221,84,"Rnd 1",160.6
"203","Theo Maledon","OKL",6,31,23.3,7.3,12.7,0.579,1.7,4,0.417,4.7,6.2,0.757,0.5,4.2,4.7,5.3,1.7,0.2,3,2,0.759,0.645,175.2,1.8,12.6,7.6,29.1,16.3,2.6,0.4,25.7,1.8,1.8,122.9,110.4,12.6,109.9,24,0.317,1.8,0.6,0.5,3,3,0.5,0.5,0.3,0.8,0,"PG",190,77,"Rnd 2",137.7
"204","Sandro Mamukelashvili","WIS",12,33.3,20.7,8.1,15.3,0.527,2,5.3,0.381,1.3,2.9,0.457,3.1,7.9,11,2.7,0.9,1.1,2.6,2,0.622,0.592,136.5,9.1,23.2,16.1,12.4,13.5,1.3,2.5,24,-2.3,1.3,110.8,115.5,-4.7,218.1,20,0.252,1,0.4,0.2,3,9,0.25,0.3,0.3,0.7,0,"F",245,83,"Rnd 2",250.8
"205","Karim Mane","DEL",14,14.1,4.1,1.4,3.9,0.364,0.4,1.4,0.316,0.6,0.9,0.615,0.6,2.2,2.9,2.8,0.9,0.4,1.6,1.9,0.478,0.418,129.5,4.8,16.7,10.7,26,27.5,2.9,2.7,18.3,1.5,1.1,90.8,111.5,-20.7,64.6,10.2,0.102,1.7,0.5,0.2,5,9,0.357,-0.3,0.3,-0.1,0,"PG",205,76,"Undrafted",58.8
"206","Frank Mason","WIS",17,26.2,14,5.2,12.9,0.405,1.5,5.1,0.299,1.3,1.9,0.688,0.8,2.2,3,4.3,0.5,0.2,1.9,2,0.508,0.464,139.1,2.9,8.9,5.8,23.1,12,1,0.6,24.9,3.6,1.1,99.7,123.7,-24,138.5,11.7,0.218,2.3,0.3,0.1,5,12,0.294,-0.3,0,-0.4,0,"G",190,71,"Rnd 2",158.1
"207","Anthony Mathis","TEX",31,15.8,5.7,1.8,5.3,0.345,1.4,3.9,0.344,0.4,0.6,0.667,0.3,1.5,1.8,0.6,0.4,0,0.6,1.6,0.512,0.473,135.6,1.7,10.1,5.9,5,9.4,1.1,0,16.9,-1.2,1.1,96,120.1,-24.1,77,6.5,0.059,1,0.6,0.1,17,14,0.548,-0.4,0.2,-0.2,0,"SG",175,76,"Undrafted",75.95
"208","Charles Matthews","MNE",12,16.8,4.9,2.1,5.8,0.362,0.4,1.8,0.227,0.2,0.6,0.286,0.8,2.8,3.7,0.4,0.1,0.3,1.1,1.2,0.409,0.399,87.5,5,17,11,3.7,15.3,0.2,1.3,18.3,-4.8,0.9,77.3,111.3,-34,29.1,4,0.065,0.4,0.1,0.1,5,7,0.417,-0.6,0.3,-0.3,0,"SG",205,78,"Undrafted",28.2
"209","Selom Mawugbe","SCW",23,23.5,7.6,2.9,4.3,0.684,0,0,0,1,1.7,0.6,2.3,5.9,8.2,0.5,0.7,1.9,1.4,3.7,0.757,0.684,128.4,10.6,25.4,18.2,2.8,22.2,1.4,7.3,11.9,-4.8,1.8,115.6,109.9,5.7,234.3,16,0.083,0.3,0.5,0.4,11,12,0.478,0.4,0.8,1.2,0,"F",230,82,"Undrafted",220.8
"210","Miles McBride","WES",6,39,27.7,9.5,20.2,0.471,4.3,8.7,0.5,2.3,3,0.778,0.5,4.7,5.2,11.2,2.7,0.7,3.8,1.8,0.644,0.579,174.9,1.3,12.9,7,45.1,15.1,3.2,1.6,28,8.9,1.4,116.2,99.5,16.7,151,23.2,0.49,2.9,0.7,0.1,6,0,1,0.4,0.6,1.1,0,"G",196,74,"Rnd 2",179.4
"211","Patrick McCaw","DEL",17,25.6,6.1,2.2,5.2,0.427,1.1,3.4,0.333,0.3,0.4,0.714,0.4,3.2,3.6,2.1,1.3,0.4,0.9,1.5,0.565,0.534,147.5,1.4,13.5,7.3,9.2,14.8,2.3,1.4,10.2,1.7,1.2,108.4,116,-7.6,117.9,9.4,0.092,2.3,1.4,0.1,12,5,0.706,0.1,0.4,0.4,0,"G",185,79,"Rnd 2",129.2
"212","Mac McClung","SBL",27,36,21.5,7.7,16.5,0.47,1.9,5,0.375,2.6,2.9,0.885,1.3,5.4,6.7,7.5,1.5,0.3,3.1,2.2,0.606,0.527,172.9,4,15.9,10,29.5,15.1,2,0.6,24.3,5,1.3,114.1,113.4,0.7,497.5,18.8,0.344,2.4,0.5,0.2,17,10,0.63,1.3,1.1,2.4,1,"PG",185,74,"Undrafted",602.1
"213","Cameron McGriff","GBO",29,23.6,12.3,4.2,10,0.426,1.8,5.5,0.327,1.2,1.7,0.729,1.2,4.6,5.8,1.5,0.8,0.3,1.5,2.6,0.577,0.516,148.2,5.9,20.5,13.4,10.1,12.4,1.7,1.2,23.2,-2.3,1.2,101.9,116.1,-14.3,252.5,14.1,0.148,1,0.5,0.2,7,22,0.241,-0.3,0.6,0.3,1,"SF",220,79,"Undrafted",276.95
"214","JaQuori McLaughlin","SCW",9,27.4,7.7,2.6,8.1,0.315,0.8,4.1,0.189,1,1.3,0.75,1.1,3.4,4.6,4.4,1.1,0.2,1.8,2.3,0.441,0.363,125.4,4,13.2,8.4,20.2,17,1.9,0.7,15.8,4.2,0.9,93.4,118.4,-25.1,68.5,8,0.164,2.5,0.6,0.2,2,7,0.222,-0.3,0.1,-0.1,0,"PG",190,76,"Undrafted",66.15
"215","Jodie Meeks","RAP",18,20,10.4,3.2,6.8,0.472,1.8,3.7,0.485,1.3,1.6,0.857,0.5,2.4,2.9,1.4,0.3,0.2,1.1,1.7,0.695,0.602,181.4,2.7,12.8,7.7,10,12.9,0.8,0.8,18.4,-0.9,1.5,117.2,113.7,3.5,125.5,14,0.112,1.3,0.3,0.2,12,6,0.667,0.4,0.4,0.8,0,"G",210,76,"Rnd 2",146.7
"216","Daxter Miles, Jr.","SLC",19,26,7.2,2.7,8,0.336,0.6,3.4,0.185,0.8,1.2,0.682,0.3,2.2,2.5,1.5,1.2,0.2,0.9,3.4,0.421,0.375,120.2,1.2,9.1,4.9,8.1,10,2.3,0.7,15.5,0.3,0.9,83.9,115.8,-32,56.8,5.3,0.105,1.6,1.3,0.1,6,13,0.316,-0.9,0.4,-0.5,0,"G",200,75,"Undrafted",44.65
"217","Isaiah Miller","IWA",32,24.2,12.7,5.4,11.1,0.485,0.6,2.1,0.269,0.8,1.5,0.51,1.3,3.3,4.7,2.9,1.7,0.2,2,2.3,0.539,0.51,126.3,5.8,14,10,19.8,14.3,3.5,0.7,24.4,0,1.1,102.4,109.7,-7.3,299.1,16.3,0.206,1.5,0.9,0.1,15,17,0.469,-0.3,1.2,0.9,0,"G",180,72,"Undrafted",340.8
"218","Trhae Mitchell","RGV",28,32.3,10,3.7,7,0.533,0.7,1.9,0.377,1.1,1.4,0.795,1.9,5.4,7.4,2.5,1.5,1.4,1.5,2.3,0.658,0.585,170.6,6,17.1,11.5,9.9,16.5,2.2,3.4,11.2,0.6,1.4,123.1,110.8,12.4,363.1,14.7,0.142,1.7,1,0.2,19,9,0.679,1.1,1.3,2.4,0,"F",195,78,"Undrafted",382.2
"219","Greg Monroe","CAP",17,23.8,13.9,5.8,9.5,0.609,0,0.1,0,1.6,2.5,0.651,2.6,6.4,8.9,4.5,1.3,1.3,1.9,2.6,0.659,0.609,126,12,28.4,20.3,28,15.1,2.7,5.2,22.4,4.7,1.5,126.2,101.7,24.5,290.6,28.2,0.233,2.4,0.7,0.3,13,4,0.765,1.2,1,2.2,1,"FC",265,83,"Rnd 1",322.15
"220","Moses Moody","SCW",4,36,31.8,11.3,21.5,0.523,4.8,11.5,0.413,3,3.8,0.8,1.3,5.8,7,2,1.8,0.8,2,1.8,0.686,0.634,173.6,3.4,16.5,9.8,8.6,8,2.3,2,28.4,-1.8,1.5,121.5,113,8.5,85.6,25.1,0.279,1,0.9,0.2,3,1,0.75,0.3,0.2,0.5,0,"SG",210,77,"Rnd 1",110.6
"221","Xavier Moon","ACC",21,33.1,18.7,7.4,16.3,0.453,1.4,3.8,0.38,1.6,1.9,0.872,0.6,4,4.6,6.5,1.6,0.7,2.2,2.1,0.546,0.497,170.5,1.9,13.2,7.6,28.7,11.4,2.4,1.7,25.5,6.6,1.1,110.8,114.1,-3.3,312.6,18.6,0.319,3,0.7,0.1,12,9,0.571,0.6,0.7,1.3,1,"SG",165,74,"Undrafted",376.95
"222","Ben Moore","MHU",21,25.3,10.6,4,6.5,0.62,0.1,0.5,0.3,1.6,2.2,0.717,3.5,4.9,8.3,0.9,0.7,0.9,0.8,2.2,0.709,0.631,163.8,13.8,20.3,16.9,5.1,9.2,1.4,3,13.9,-0.6,1.6,137.9,113.9,24.1,266.5,20.6,0.118,1.2,0.9,0.3,11,10,0.524,1.5,0.6,2,0,"F",220,80,"Undrafted",277.2
"223","Juwan Morgan","MNE",20,25.9,12.1,4.2,8.1,0.512,1.6,4.7,0.34,1.4,1.9,0.73,1.1,4.6,5.7,2.9,0.9,0.9,1.4,2.2,0.676,0.611,158.3,4.7,18.1,11.7,15.7,13.6,1.7,3,17.2,2,1.5,120.5,113.1,7.4,238.9,16.9,0.168,2.1,0.6,0.2,11,9,0.55,0.8,0.6,1.4,1,"PF",232,79,"Undrafted",270
"224","Jaylen Morris","AUS",30,25.5,14.5,5.6,11.7,0.474,1,3.2,0.323,1.3,2,0.678,1.2,3.4,4.6,1.7,0.8,0.6,1.4,1.9,0.575,0.518,147.5,4.7,14.3,9.3,10.4,10.2,1.5,2,23.2,-1.1,1.2,106.6,114.6,-8,284.4,15.7,0.173,1.2,0.6,0.2,13,17,0.433,0.2,0.7,0.9,1,"G",195,77,"Undrafted",336
"225","Trey Mourning","SXF",28,11.5,5,1.8,4.1,0.443,0.1,0.5,0.267,0.7,0.9,0.8,1.1,2.4,3.5,0.4,0.6,0.2,0.8,2.1,0.56,0.461,151,10.4,23.2,16.7,5.8,14.3,2.5,1.8,20.4,-4.1,1.2,98.7,111,-12.4,110.9,13.4,0.058,0.6,0.8,0.2,12,16,0.429,-0.2,0.4,0.2,0,"F",220,81,"Undrafted",102.2
"226","Mychal Mulder","SXF",13,35.1,16.5,5.9,12.2,0.484,3.5,8.2,0.421,0.7,1,0.692,0.8,3.6,4.4,3.2,0.8,0.7,1.5,1.5,0.65,0.626,159.7,2.2,11,6.5,13.2,10.3,1.2,1.8,17.6,1.9,1.3,120.1,120.5,-0.3,167.1,15.5,0.223,2.2,0.6,0.1,5,8,0.385,0.7,0.1,0.8,1,"GF",195,75,"Undrafted",198.25
"227","Ade Murkey","STO",33,32.4,13.1,4.5,10.7,0.422,2.2,5.7,0.381,1.1,1.5,0.729,0.9,4.1,5,1.6,1.5,0.7,1.5,2.2,0.576,0.524,153.2,3.2,14.6,8.8,7,12,2.4,2.1,18.2,-1.5,1.2,103.2,112.2,-9,319.5,12.7,0.15,1,1,0.1,15,18,0.455,-0.2,1.3,1.2,1,"SF",200,77,"Undrafted",356.4
"228","Jordan Murphy","AUS",31,17.4,7.8,3,6.1,0.495,0.3,0.8,0.308,0.9,1.5,0.583,3.5,4.2,7.8,1,0.3,0.4,1.4,2.5,0.571,0.516,138.6,19.8,26.2,22.9,8.6,16.9,0.8,2.1,19.8,-4,1.3,110.7,112.8,-2.1,261.3,18,0.098,0.7,0.2,0.3,12,19,0.387,0.4,0.6,1,0,"SF",250,78,"Undrafted",237.15
"229","Ikenna Ndugba","GBO",23,18.2,4.9,2,4.5,0.433,0.4,1.6,0.27,0.3,0.4,0.778,0.3,1.8,2,2.3,0.9,0.1,1.2,2.3,0.519,0.481,148.1,1.6,10.3,6,18,20,2.4,0.6,14.4,1.9,1.1,96.4,117.9,-21.5,89.4,8.4,0.11,1.9,0.7,0.1,4,19,0.174,-0.3,0.3,-0.1,0,"PG",185,72,"Undrafted",92
"230","R.J. Nembhard","CLE",15,38.4,24.5,9.3,20.6,0.45,1.7,5.2,0.321,2.5,3.5,0.712,1.5,6.7,8.2,5.3,0.9,0.1,4.7,2.5,0.554,0.49,148.2,3.9,17.7,10.6,24.9,17.6,1.2,0.3,30.3,-3.2,1.2,95.5,116.3,-20.8,220.3,14.2,0.379,1.1,0.2,0.2,1,14,0.067,-0.9,0.4,-0.5,0,"PG",200,77,"Undrafted",280.5
"231","Malik Newman","CLE",21,31.7,19.3,7.2,17.3,0.416,2.4,7.3,0.325,1.8,2.3,0.755,0.2,4.1,4.3,3.7,0.5,0.1,2.8,1.6,0.527,0.485,149.6,0.6,12.6,6.7,20.4,13.1,0.8,0.3,28.9,-1,1.1,98.9,117.8,-19,198.6,12.6,0.284,1.3,0.2,0.1,5,16,0.238,-0.6,0.4,-0.2,1,"SG",190,75,"Undrafted",267.75
"232","Daishen Nix","RGV",18,34.2,20.6,7.6,15.6,0.486,1.7,4.2,0.4,2.5,4.2,0.592,2,3.9,5.9,7.7,2,0.6,3.6,3.2,0.592,0.539,147.8,6,11.9,9,30.7,17.2,2.8,1.5,24.6,4.2,1.3,116.2,111.6,4.5,312.8,19.5,0.332,2.1,0.6,0.3,14,4,0.778,1,0.8,1.8,0,"GF",224,77,"Undrafted",342
"233","Obadiah Noel","RAP",22,17.2,6.2,2.2,5.5,0.393,0.6,2.5,0.232,0.8,1,0.783,0.5,1.2,1.8,1.5,0.6,0.1,1,2,0.518,0.447,140.8,3.1,7.1,5.1,11.7,14.3,1.8,0.5,16.7,0.2,1.1,99.8,112.4,-12.5,75.1,8.3,0.087,1.5,0.6,0.2,17,5,0.773,-0.2,0.5,0.3,0,"G",190,76,"Undrafted",72.6
"234","Cameron Oliver","SBL",11,23.3,12.7,5.2,9.2,0.564,0.7,2.4,0.308,1.1,1.6,0.667,1.6,5.3,6.9,1.9,1.3,1.2,1.6,2.7,0.643,0.604,153.9,7.6,22.9,15.5,11.6,14.2,2.6,4.2,20.7,-1.5,1.4,115.7,106.5,9.2,134,20.8,0.158,1.2,0.8,0.2,9,2,0.818,0.3,0.5,0.8,1,"C",225,80,"Undrafted",151.8
"235","E.J. Onu","MHU",26,16.8,5.8,2.3,4.6,0.492,0.5,1.3,0.382,0.4,0.7,0.611,1.5,2.2,3.6,0.1,0.2,2.1,0.6,1.1,0.59,0.546,148.5,8.8,13.4,11.1,1,10.5,0.7,10.3,14,-3,1.3,111.7,111.1,0.6,169.3,15.6,0.059,0.2,0.4,0.2,10,16,0.385,0.2,0.6,0.8,0,"F",240,83,"Undrafted",150.8
