"","Player","Team","GP","MPG","PPG","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","ORB","DRB","RPG","APG","SPG","BPG","TOV","PF","TS%","eFG%","Total S %","ORB%","DRB%","TRB%","AST%","TOV%","STL%","BLK%","USG%","PPR","PPS","ORtg","DRtg","eDiff","FIC","PER","HOB","Ast/TO","Stl/TO","FT/FGA","W's","L's","Win %","OWS","DWS","WS","CalledUp","Pos","WT","HT","Draft","pic"
"236","Daniel Oturu","WCB",29,22.2,13.3,5.2,9,0.573,0.3,1.3,0.237,1.7,3,0.57,2.4,4.6,7,0.9,0.6,0.6,1.9,2.2,0.644,0.59,137.9,11.3,21.8,16.6,6.5,15.3,1.2,2.2,24.1,-5.9,1.5,108.1,110.8,-2.7,297.3,18.8,0.151,0.5,0.3,0.3,13,16,0.448,0.3,0.9,1.2,1,"FC",240,80,"Rnd 2",339.3
"237","Jaysean Paige","MNE",11,24.5,13.9,5.4,13,0.413,1.6,5.8,0.281,1,1.4,0.733,0.5,2.3,2.7,3.3,1.1,0.2,2.2,2.1,0.511,0.476,142.7,1.9,10.1,5.9,20.6,13.8,2.2,0.7,27.4,0,1.1,94.9,116.9,-22,78.4,11.5,0.206,1.5,0.5,0.1,5,6,0.455,-0.4,0.2,-0.2,1,"G",200,74,"Undrafted",95.15
"238","Trayvon Palmer","MCC",32,26.9,7.9,2.8,7.2,0.383,1.3,4.5,0.29,0.7,0.9,0.75,1.6,3.8,5.4,1.5,1,0.3,0.8,3,0.52,0.474,142.2,6.2,14.2,10.2,7,9,1.7,0.8,13,0.8,1.1,109,111.1,-2.1,226.8,9.9,0.1,2,1.3,0.1,22,10,0.688,0.3,1.2,1.4,1,"GF",200,78,"Undrafted",216
"239","Norvel Pelle","CLE",19,16.7,6.7,2.5,3.9,0.649,0.2,0.4,0.429,0.8,1.1,0.8,1.9,2.8,4.7,0.5,0.4,1.2,1.2,2.6,0.773,0.669,187.7,12.2,16.5,14.5,4.6,21,1.2,6.4,14.4,-4.9,1.7,122.4,115,7.3,135,18,0.076,0.5,0.4,0.3,5,14,0.263,0.5,0.3,0.8,1,"FC",216,82,"Undrafted",122.55
"240","Elijah Pemberton","SCW",29,25.5,13.4,4.2,7.8,0.547,0.9,2.7,0.329,2.4,2.9,0.812,1.2,2.6,3.7,2.2,0.7,0.3,1.5,1.6,0.743,0.604,168.8,4.9,10.1,7.6,12.5,14.4,1.3,1.3,17.7,-0.2,1.7,120.4,119,1.4,305.9,16,0.155,1.5,0.5,0.4,14,15,0.483,1.1,0.4,1.5,0,"SF",195,77,"Undrafted",361.05
"241","Reggie Perry","RAP",22,31,20.3,7.8,17.1,0.455,1.5,5.2,0.289,2,2.6,0.772,3.5,7.7,11.2,2.5,1.5,1,2.6,3.8,0.556,0.499,151.6,11.5,26.2,18.7,12.9,12.6,2.3,3,28,-3.1,1.2,106,103.9,2,356.9,20,0.243,0.9,0.6,0.2,16,6,0.727,0.1,1.5,1.6,1,"F",250,80,"Rnd 2",394.9
"242","John Petty, Jr.","BIR",31,26.2,8.5,3.1,7.7,0.397,2.1,5.9,0.355,0.1,0.1,1,0.6,3.9,4.5,1.6,1.2,0.5,1.2,2.2,0.546,0.533,175.3,2.8,16,9.5,8.3,13.6,2.2,1.5,15.6,-0.6,1.1,101.8,116.5,-14.7,220.5,10.7,0.113,1.3,0.9,0,17,14,0.548,-0.2,0.6,0.4,0,"SF",184,77,"Undrafted",240.25
"243","Jamorko Pickett","MCC",17,31.4,14.5,5,11.6,0.429,2.2,6.8,0.328,1.2,1.4,0.913,0.8,4.9,5.7,1.2,1.1,0.6,2,2.2,0.593,0.525,167,2.5,16.1,9.3,5,14,1.7,1.5,18.8,-3.7,1.2,100.2,109.8,-9.5,162.4,11.1,0.143,0.6,0.6,0.1,11,6,0.647,-0.2,0.8,0.6,0,"F",206,81,"Undrafted",193.8
"244","Nate Pierre-Louis","SBL",32,27.7,9.3,3.7,7.5,0.49,0.7,2.5,0.263,0.8,1.1,0.686,1.2,3.3,4.5,2.8,1.7,0.6,1,2.8,0.581,0.533,143.8,4.6,12.7,8.7,12.8,11.1,2.9,1.9,13.6,3.1,1.2,117.1,112.3,4.8,305.9,14,0.145,2.8,1.7,0.1,21,11,0.656,0.9,1.1,2,0,"SG",205,76,"Undrafted",323.2
"245","Theo Pinson","TEX",3,30.5,9.3,3,11.3,0.265,1.3,5,0.267,1.3,1.3,1,0.7,4,4.7,3.3,1.3,0.3,1.3,2,0.391,0.324,153.1,2.2,14.7,8.2,13.6,10.1,2.2,0.9,18.5,3,0.8,88.9,118.2,-29.3,20,6.6,0.145,2.5,1,0.1,1,2,0.333,-0.2,0.1,-0.1,1,"SG",212,77,"Undrafted",20.4
"246","Aleksej Pokusevski","OKL",11,25.2,7.7,3.2,9,0.354,0.7,3.6,0.2,0.4,0.5,0.8,1.6,4.5,6.2,2.8,1.1,0.8,3.5,1.2,0.42,0.394,135.4,7.3,17.9,13,15.5,27.3,2.1,2.7,21.9,-6.2,0.9,77.1,107.6,-30.6,71.9,6.7,0.147,0.8,0.3,0.1,7,4,0.636,-1,0.5,-0.5,0,"C",210,84,"Rnd 1",73.7
"247","Shamorie Ponds","DEL",29,24.5,13.4,5.3,11,0.48,1.5,4.7,0.316,0.9,1.2,0.735,1.2,2.8,4,4.7,1.4,0.6,1.8,1.6,0.584,0.547,153.1,4.9,12,8.3,26.5,13.7,2.6,2,22.3,5,1.2,114.9,113.4,1.6,348.8,18.9,0.221,2.5,0.8,0.1,19,10,0.655,0.9,0.8,1.7,0,"SG",180,73,"Undrafted",400.2
"248","Yves Pons","MHU",9,25.4,9.2,3.8,7.8,0.486,1.3,3.4,0.387,0.2,0.2,1,1.2,3.7,4.9,1.1,0.3,0.9,0.7,2,0.585,0.571,187.3,5,14.7,9.9,5.7,7.8,0.6,3,14.5,0.3,1.2,119.6,120,-0.4,71.5,13.4,0.108,1.7,0.5,0,6,3,0.667,0.3,0.1,0.4,0,"GF",206,77,"Undrafted",77.85
"249","Micah Potter","SXF",33,28.8,17.2,6.7,12.4,0.539,1.5,3.3,0.445,1.5,2,0.731,3.2,6.6,9.8,1.8,0.9,1.1,1.8,2.2,0.647,0.599,171.6,12,25.2,18.5,10.4,11.9,1.5,3.5,23.2,-2.2,1.4,118.2,112.9,5.3,532.1,22.7,0.214,1,0.5,0.2,13,20,0.394,1.6,1.1,2.8,1,"C",250,82,"Undrafted",608.85
"250","Myles Powell","DEL",20,25.7,22.5,7.6,15.6,0.489,2.8,6.9,0.406,2.6,2.8,0.929,0.5,3.4,3.8,2.8,1.1,0.1,2.1,1.7,0.669,0.579,182.3,1.8,13.6,7.6,16.7,11.1,2,0.3,30.1,-0.9,1.4,114.2,115,-0.7,275.5,21.5,0.228,1.3,0.5,0.2,13,7,0.65,0.8,0.5,1.2,1,"SG",205,73,"Undrafted",362
"251","Joshua Primo","AUS",7,30.9,16.7,5.9,14.9,0.394,2.3,5.4,0.421,2,2.6,0.778,0.7,2.4,3.1,5.4,1.6,0.4,3.7,3.7,0.523,0.471,159.3,2.2,8.1,5,25.1,18.9,2.4,1.2,25.4,-0.3,1.1,98.3,110.8,-12.4,63,12.2,0.264,1.5,0.4,0.2,3,4,0.429,-0.2,0.3,0.1,0,"G",190,77,"Rnd 1",67.55
"252","Trevelin Queen","RGV",19,35,25.3,9.3,19.1,0.485,3.3,9.7,0.342,2.1,2.6,0.796,2.5,4.1,6.6,5,3.4,1,3.5,2.9,0.624,0.572,162.3,7.5,12.1,9.8,20.8,14.6,4.6,2.3,27.1,-0.4,1.3,118.7,107.1,11.6,380.9,23.8,0.31,1.4,1,0.1,15,4,0.789,1.4,1.2,2.6,1,"G",190,78,"Undrafted",434.15
"253","Neemias Queta","STO",14,28.4,16.4,6.6,10.5,0.633,0,0.1,0,1.9,2.4,0.788,2.7,4.9,7.6,1.8,0.4,1.8,2.5,3.9,0.712,0.633,142.1,11.1,19.2,15.3,9.9,17.8,0.8,6,22.7,-4.9,1.6,116.7,110.3,6.4,190.4,21.3,0.201,0.7,0.2,0.2,9,5,0.643,0.6,0.6,1.2,0,"C",245,84,"Rnd 2",209.3
"254","Brandon Rachal","LIN",29,27.8,14.5,6.1,11.2,0.545,0.4,1.5,0.295,1.1,1.9,0.582,2.2,3.6,5.8,1.6,1.8,0.9,1.6,2.7,0.603,0.565,142.2,8,12.9,10.5,9.2,11.9,3.1,2.7,20.8,-2,1.3,113.1,108.7,4.4,334.4,19.1,0.189,1,1.1,0.2,17,12,0.586,0.8,1.3,2.1,0,"SF",215,78,"Undrafted",372.65
"255","Devearl Ramsey","STO",27,11.4,2.9,1,3.2,0.302,0.4,1.5,0.3,0.3,0.4,0.818,0.4,1.4,1.8,1.4,0.8,0.1,0.3,1.2,0.429,0.372,142.1,3.6,14.6,9,15.8,9,3.5,0.6,14.9,5.3,0.9,98.2,110.4,-12.2,83.6,10.4,0.057,4.1,2.3,0.1,12,15,0.444,-0.2,0.4,0.3,0,"PG",185,72,"Undrafted",79.65
"256","Jahmi'us Ramsey","OKL",15,28.9,18.1,6.5,14.1,0.458,2.3,5.7,0.395,1.5,1.9,0.793,0.7,4.1,4.8,2.9,0.9,0.1,1.5,1.7,0.603,0.538,164.6,2.4,14.6,8.6,15.4,9.3,1.6,0.4,24.5,1.3,1.3,110.9,117,-6.1,180.6,16.6,0.224,1.9,0.6,0.1,5,10,0.333,0.3,0.3,0.6,0,"PG",195,75,"Rnd 2",228
"257","Craig Randall II","LIN",26,40.8,26.2,9.5,22.8,0.417,4.8,13.5,0.36,1.4,1.8,0.783,0.7,4.8,5.5,5.8,1.3,0.1,4.1,1.6,0.554,0.523,155.9,1.7,12.2,6.9,22.8,14.7,1.6,0.2,28.6,-0.6,1.1,105.9,116.6,-10.6,390.8,15.2,0.371,1.4,0.3,0.1,15,11,0.577,0.2,0.8,1,0,"PG",185,76,"Undrafted",496.6
"258","Paul Reed, Jr.","DEL",9,31.7,22.3,9.1,15.9,0.573,1.9,4.4,0.425,1.6,2.3,0.667,4.7,8.9,13.6,2.8,1.4,1.8,1.4,2.3,0.66,0.633,166.5,14.6,27.6,21.1,13.7,7.9,2.1,4.9,23.3,1.2,1.4,133,103.9,29.1,218.4,29.7,0.266,1.9,1,0.1,7,2,0.778,1,0.6,1.7,0,"F",218,80,"Rnd 2",247.05
"259","Nate Renfro","AUS",24,12.2,3.6,1.5,2.3,0.648,0.2,0.5,0.308,0.3,1,0.304,1.3,1.6,2.9,1,0.8,0.9,0.8,1.9,0.671,0.685,126,10.5,14.5,12.4,11.2,22.9,3.2,6.1,12,-1,1.6,116.2,107.8,8.4,119.1,17.3,0.06,1.3,1,0.4,10,14,0.417,0.3,0.5,0.8,0,"SF",202,80,"Undrafted",93.6
"260","Rayvonte Rice","SLC",23,29.1,11.8,4,10,0.404,1.6,4.9,0.319,1.2,1.6,0.778,1,2.7,3.6,1.4,1.3,0.3,1.4,2.9,0.553,0.483,150.1,3.3,10.4,6.6,6.7,11.5,2.2,0.9,17.9,-1.6,1.2,100,118.5,-18.5,157.8,10.3,0.133,1,0.9,0.2,6,17,0.261,-0.3,0.4,0,0,"F",220,76,"Undrafted",164.45
"261","Kerwin Roach, Jr.","WCB",31,30.4,12.5,4.6,10.2,0.454,1.6,4.3,0.379,0.9,1.4,0.651,1.2,3.3,4.4,2.9,1.1,0.6,2,2.7,0.578,0.533,148.4,4.1,10.9,7.6,13.9,15.4,1.8,1.8,18.4,-0.2,1.2,103.5,113,-9.5,285.4,12.2,0.187,1.5,0.6,0.1,14,17,0.452,-0.1,1.1,1,0,"SG",180,76,"Undrafted",306.9
"262","Jerome Robinson","SCW",22,29.9,20.2,7.1,15.6,0.455,2.4,7.5,0.321,2.2,2.7,0.817,0.4,3.8,4.2,4,1.3,0.5,1.9,2.3,0.601,0.532,159.3,1.5,12.8,7.3,21.6,10.2,2.1,1.4,27,2.5,1.3,109.7,117.7,-8,293,18,0.271,2.1,0.7,0.2,8,14,0.364,0.5,0.4,0.9,0,"SG",190,76,"Rnd 1",364.1
"263","Galen Robinson, Jr.","AUS",27,22.9,9.7,3.7,7.5,0.49,0.4,0.9,0.417,1.2,1.7,0.696,0.3,1.9,2.3,4.1,1.2,0.3,1.8,2.4,0.592,0.515,160.2,1.4,9,5.1,25.2,18.1,2.6,1,18.5,4.1,1.3,107.1,114,-6.8,211.3,13.8,0.185,2.3,0.7,0.2,12,15,0.444,0.2,0.6,0.8,0,"PG",190,73,"Undrafted",234.9
"264","Quinton Rose","WES",21,20.8,7.7,3,8.3,0.362,0.8,2.8,0.276,0.5,0.8,0.647,0.9,3.3,4.1,1.7,1.4,0.4,1.1,1.7,0.444,0.408,128.5,4.3,16.4,10.4,11,11.7,3.3,1.8,20.3,-0.1,0.9,87.7,107.2,-19.6,125.9,10.2,0.113,1.5,1.3,0.1,13,8,0.619,-0.9,0.8,-0.1,0,"SG",185,80,"Undrafted",133.35
"265","Andrew Rowsey","FWN",33,21.9,10.7,3.8,8.9,0.424,2.3,5.4,0.427,0.6,0.7,0.792,0.4,1.7,2.1,2.1,0.5,0.1,1.6,2.3,0.578,0.553,164.2,1.6,7.9,4.7,13.4,15,1.2,0.5,20.1,-1.1,1.2,104.7,117.6,-12.9,175.3,10.6,0.139,1.3,0.3,0.1,19,14,0.576,0,0.5,0.4,0,"PG",180,71,"Undrafted",202.95
"266","Matt Ryan","MNE",30,33.5,19.4,6.8,14.4,0.469,3.9,9.4,0.413,1.2,1.4,0.86,0.3,3.1,3.4,2,0.7,0.3,1.2,1.5,0.644,0.604,174.3,1,9.6,5.3,9.4,7.2,1,0.7,21.3,0.6,1.3,116.7,116.1,0.6,350.9,15.5,0.216,1.7,0.6,0.1,16,14,0.533,1.3,0.8,2.1,1,"SF",215,79,"Undrafted",450
"267","Luka Samanic","WES",1,35,26,11,21,0.524,1,8,0.125,2,3,0.667,2,7,9,4,1,2,3,2,0.582,0.548,131.5,6,25.9,14.9,22,11.8,1.5,6,31.9,-1,1.2,106.6,125.8,-19.2,19.4,23.4,0.375,1.3,0.3,0.1,0,1,0,0,0,0,0,"PF",227,82,"Rnd 1",24
"268","Brandon Sampson","IWA",30,28,14.4,5,11.3,0.445,2.5,6.4,0.396,1,1.5,0.705,0.4,3.3,3.7,1.8,0.5,0.4,2.5,1.8,0.601,0.558,154.6,1.4,11.9,6.7,9.8,17.5,0.9,1.1,22.2,-4.8,1.3,99.3,116.4,-17.1,223.5,10.7,0.169,0.7,0.2,0.1,13,17,0.433,-0.6,0.6,0.1,0,"SG",184,77,"Undrafted",279
"269","Olivier Sarr","OKL",9,18.3,8.7,3.3,6.3,0.526,0.7,1.1,0.6,0.7,0.9,0.75,3.4,3.9,7.3,0.9,0.1,0.6,0.8,2.4,0.644,0.579,187.6,20.4,22.4,21.4,7.7,10.4,0.3,2.9,18.1,-1,1.4,127.7,111.6,16.1,85.5,20.3,0.108,1.1,0.1,0.1,5,4,0.556,0.4,0.2,0.6,1,"FC",240,84,"Undrafted",82.8
"270","Kethan Savage","WES",23,19.5,7.7,2.7,7,0.377,0.9,2.7,0.328,0.9,1.1,0.808,0.6,1.7,2.3,2.4,1,0.1,1,1.8,0.51,0.438,151.2,3,9.1,6.1,16.8,11.7,2.6,0.4,18.9,3,1.1,98.8,112.7,-13.9,125,10.6,0.123,2.4,1,0.2,14,9,0.609,-0.3,0.5,0.2,0,"G",205,75,"Undrafted",134.55
"271","Jordan Schakel","CAP",30,31.9,14.2,4.7,11.2,0.421,2.4,7,0.343,1.6,1.8,0.891,0.9,3.1,3.9,2.4,1,0.3,1.1,2.4,0.592,0.528,165.5,2.9,10,6.5,9.9,8.2,1.6,0.8,17.3,1.7,1.3,117.2,114.7,2.6,290.6,13,0.164,2.3,1,0.2,21,9,0.7,1.1,0.9,2,1,"SF",200,78,"Undrafted",333
"272","Admiral Schofield","LAK",6,29.4,19.2,6.3,14.2,0.447,3.3,8.7,0.385,1.8,2.2,0.846,0.5,7,7.5,3,0.7,0.3,2.8,3.8,0.634,0.565,167.8,1.9,25.5,14.1,13.9,15.8,1.1,1,26.3,-2.7,1.4,105,120.6,-15.6,76.4,15.2,0.207,1.1,0.2,0.2,2,4,0.333,0,0.1,0.1,1,"SF",240,77,"Rnd 2",92.4
"273","Tre Scott","ACC",29,32.8,10.8,4.4,9.9,0.443,1.4,4.3,0.331,0.4,0.8,0.458,1.7,5.3,6.9,1.8,1.1,0.5,1.6,2.1,0.524,0.514,123.1,5.1,16.4,10.7,8,13.1,1.7,1.4,15.5,-1,1.1,103,113.1,-10.1,276,11.3,0.155,1.2,0.7,0.1,11,18,0.379,-0.2,1.1,0.9,1,"SF",225,80,"Undrafted",304.5
"274","Jay Scrubb","ACC",2,27.5,24,9,20,0.45,3.5,8,0.438,1,1.5,0.667,1,2,3,3,1.5,0.5,1.5,1.5,0.581,0.538,155.4,3.6,6.1,5,18.8,6.8,2.6,1.6,33.9,1.8,1.2,111.7,99.6,12.1,27.4,23.1,0.276,2,1,0.1,2,0,1,0.1,0.1,0.2,0,"SG",220,77,"Rnd 2",33.5
"275","Day'Ron Sharpe","LIN",10,31.9,18.8,7.9,15.5,0.51,1,3,0.333,1.2,3,0.4,5.6,7.4,13,3.1,0.9,1.9,3.3,3.6,0.559,0.542,124.3,16.2,24.6,20.1,17.2,16.4,1.4,5.1,25.9,-3.9,1.2,107.9,110.2,-2.3,180,22.7,0.279,0.9,0.3,0.2,3,7,0.3,0.1,0.5,0.6,0,"PF",255,81,"Rnd 1",176.5
"276","Devontae Shuler","CAP",22,11.5,4.3,1.8,4.4,0.402,0.4,1.9,0.195,0.2,0.3,0.714,0.2,1,1.2,0.9,0.4,0,0.1,0.6,0.47,0.443,131.1,2.1,8.6,5.4,9.7,2.9,1.7,0,17.1,3.8,1,106,114,-8,57.9,9.8,0.059,6.3,3,0.1,17,5,0.773,0,0.3,0.3,0,"SG",185,74,"Undrafted",72.6
"277","Jordan Sibert","WIS",24,21,8.5,2.9,7.5,0.389,1.8,4.9,0.356,0.6,0.8,0.778,0.5,2,2.6,0.9,0.7,0.3,0.5,1.6,0.545,0.506,152.3,2.5,10.5,6.3,5.9,5.5,1.6,1.2,16.5,0.7,1.1,106.2,122.6,-16.3,128.5,10.7,0.09,2,1.5,0.1,3,21,0.125,0.1,0,0.1,0,"SG",187,76,"Undrafted",134.4
"278","Chris Silva","IWA",17,27.3,17.5,5.9,10.5,0.559,0,0.2,0,3.2,4.2,0.75,2.8,6.7,9.5,3.2,0.5,0.9,2.8,3.6,0.707,0.559,130.9,10.8,25.4,18.2,19.4,18.6,0.9,3.1,24.1,-2.5,1.7,112.8,114.2,-1.4,269.3,20.6,0.228,1.1,0.2,0.4,6,11,0.353,0.5,0.5,1,1,"PF",234,80,"Undrafted",301.75
"279","Aamir Simms","WES",23,24,11.3,4.1,8.3,0.495,1.1,2.9,0.394,1.1,1.2,0.893,1.4,4,5.4,1.6,0.8,0.3,1.5,3.4,0.634,0.563,178.2,6.2,17.7,12,10,14.6,1.6,1.4,19,-1.9,1.3,109.4,111.8,-2.4,195.3,14.4,0.141,1.1,0.5,0.1,13,10,0.565,0.3,0.7,1,0,"PF",240,80,"Undrafted",215.05
"280","Marko Simonovic","WCB",28,29.4,17,6.3,11.9,0.53,0.8,2.8,0.269,2.2,2.7,0.816,3.4,6.5,9.9,2.7,0.5,0.5,2.8,3.8,0.651,0.562,161.5,12.5,23,17.8,15.1,17.4,0.9,1.6,23.7,-3.3,1.4,112.1,112.5,-0.3,404.3,19,0.226,1,0.2,0.2,14,14,0.5,0.8,1,1.8,0,"C",220,84,"Rnd 2",446.6
"281","Zavier Simpson","OKL",35,32.4,14.6,5.9,12.2,0.488,1,2.9,0.35,1,1.5,0.692,0.9,4.2,5.1,6.5,1.8,0.2,2.8,2.7,0.568,0.531,153,2.9,12.7,8,30.3,17.8,2.7,0.6,20.7,4.9,1.2,109,110.1,-1.2,467,15.9,0.305,2.4,0.6,0.1,15,20,0.429,0.6,1.7,2.3,1,"PG",190,72,"Undrafted",537.25
"282","Deividas Sirvydis","MCC",21,21.8,12.5,4,9,0.452,2.2,6,0.362,1.2,1.6,0.765,0.4,3.5,3.9,1.2,0.6,0.2,1.5,1.8,0.648,0.574,157.9,2.1,15.9,9.2,7.7,13.6,1.2,0.7,21.6,-3.2,1.4,106.8,111,-4.2,163.5,13.4,0.121,0.8,0.4,0.2,16,5,0.762,0.1,0.6,0.7,1,"GF",190,80,"Rnd 2",197.4
"283","Javonte Smart","SXF",25,36.8,21.1,7.5,17.8,0.419,2.8,8.9,0.32,2.1,2.8,0.754,0.9,3.7,4.6,3.6,1.9,0.3,2.6,2,0.554,0.499,149.3,2.6,11.2,6.8,16.1,11.8,2.5,0.7,26.2,-0.4,1.2,100.7,117.4,-16.7,316.4,14.4,0.284,1.4,0.7,0.2,10,15,0.4,-0.6,0.6,0,1,"G",205,75,"Undrafted",382.5
"284","Dru Smith","SXF",10,27.5,8,3.2,7.8,0.41,1.1,3.6,0.306,0.4,0.7,0.571,0.4,3.1,3.5,2.8,1.4,0.3,1.4,2.3,0.493,0.481,128.7,1.5,13.4,7.1,15.8,14.7,2.6,1.1,15.5,1.7,1,96,110.4,-14.4,65.6,9.7,0.164,2,1,0.1,2,8,0.2,-0.2,0.4,0.2,0,"SG",200,75,"Undrafted",70.5
"285","Justin Smith","RAP",29,21.8,8.5,3.6,6.3,0.571,0,0.1,0.25,0.7,1.2,0.583,2.3,3.4,5.7,0.8,0.7,0.7,0.7,2,0.622,0.574,140.5,10.4,15.9,13.1,5.4,8.8,1.5,2.7,14.3,-0.5,1.4,122.9,108.7,14.2,250,16.3,0.105,1.3,1.1,0.2,22,7,0.759,0.9,1,2,0,"SF",215,78,"Undrafted",261
"286","Kendall Smith","SCW",25,27.6,10.3,3.6,8.7,0.419,1,3.3,0.293,1.4,1.7,0.814,1.2,4,5.1,7.1,1.1,0,2.7,2.1,0.547,0.475,152.6,4.6,14.4,9.7,36.8,22.4,2,0.1,19.2,7.5,1.2,107.4,117.1,-9.7,294.9,14.1,0.266,2.6,0.4,0.2,13,12,0.52,0.2,0.5,0.7,0,"G",190,75,"Undrafted",322.5
"287","Marvin Smith","RGV",27,14.3,7,2.7,6.1,0.446,0.9,2.9,0.316,0.4,0.5,0.857,1.2,2.7,3.9,1,0.4,0.2,0.6,2,0.552,0.521,161.9,8.8,19.5,14.2,9.6,8,1.4,1.3,19.6,0.8,1.1,120.3,113,7.3,150.5,16,0.084,1.8,0.7,0.1,18,9,0.667,0.6,0.4,1.1,0,"GF",190,78,"Undrafted",153.9
"288","Mike Smith","SXF",30,27.3,9.2,3.4,8.7,0.389,1.3,3.7,0.355,0.8,1,0.793,0.2,2.1,2.3,4.3,0.9,0.1,1.6,1.1,0.504,0.464,153.7,0.7,8.7,4.6,22.8,14.9,1.7,0.2,17.6,4.7,1.1,100.3,118.9,-18.6,215.1,9.7,0.197,2.7,0.6,0.1,13,17,0.433,-0.4,0.4,0,0,"PG",185,71,"Undrafted",253.5
"289","Sean Christian Smith","MCC",18,22.5,8.7,3.2,9.2,0.352,0.9,3.6,0.262,0.9,1.2,0.727,0.9,4.6,5.4,1.1,0.6,0.7,1.4,1.7,0.447,0.403,134,4.2,20.5,12.5,6.6,13,1.3,2.5,20.9,-3,0.9,86.4,109.4,-23,104.5,8.2,0.1,0.8,0.4,0.1,13,5,0.722,-0.9,0.6,-0.2,0,"SF",215,81,"Undrafted",115.2
"290","Xavier Sneed","SLC",15,31.6,15.1,4.4,11.4,0.386,1.7,5.7,0.294,2.6,3.1,0.848,1.1,5.1,6.2,2.5,1.1,0.4,1.9,2.6,0.593,0.459,152.8,3.8,17.7,10.6,11.4,12.8,1.8,1.2,20.6,-0.7,1.3,100.9,115.6,-14.6,168,12.3,0.173,1.3,0.6,0.3,7,8,0.467,-0.2,0.4,0.2,1,"SF",215,77,"Undrafted",188.25
"291","Pat Spencer","CAP",15,14.5,7.5,2.8,4.7,0.592,0.5,1,0.467,0.9,1.1,0.813,0.3,2.2,2.5,1.8,0.9,0.4,1.1,1.2,0.724,0.641,187.1,2,15.9,9.1,17.5,17,3,2.7,18.7,0.9,1.6,119.7,106,13.7,103.5,19.6,0.107,1.7,0.8,0.2,11,4,0.733,0.3,0.4,0.8,0,"G",205,75,"Undrafted",125.25
"292","Jaden Springer","DEL",19,26.8,14.9,5.4,11.4,0.47,0.7,3.1,0.241,2.2,3.3,0.651,1.4,3.2,4.6,2.6,1.7,0.7,2,2.5,0.58,0.502,136.2,5.2,12.3,8.7,13.5,13.4,3,2.3,22.7,-0.9,1.3,103.8,108.8,-4.9,204.4,15.6,0.179,1.3,0.9,0.3,15,4,0.789,-0.1,0.8,0.8,0,"SG",205,75,"Rnd 1",225.15
"293","Cassius Stanley","MCC",24,28.5,13,4.8,11,0.439,1.9,5,0.383,0.9,1.3,0.7,1,2.8,3.8,1.2,0.8,0.4,0.8,2.2,0.563,0.527,152.3,3.7,9.8,6.8,6,6.7,1.3,1,18,-0.1,1.2,110,113.6,-3.5,189,11.9,0.143,1.5,1,0.1,16,8,0.667,0.3,0.7,1.1,1,"G",193,78,"Rnd 2",213.6
"294","Nik Stauskas","MNE",16,35.9,23.6,8.1,16.6,0.491,3.5,8.1,0.431,2.4,2.9,0.809,0.2,5.3,5.4,4.6,0.8,0.1,1.9,1.4,0.66,0.596,173,0.6,15.2,8.1,21,9.5,1,0.3,24.3,3.4,1.4,119.1,115.6,3.6,273.6,19,0.315,2.5,0.4,0.2,9,7,0.563,1.1,0.5,1.6,1,"SG",205,78,"Rnd 1",354.4
"295","D.J. Steward","STO",30,29.2,14.6,5.8,12.5,0.463,1.3,4,0.331,1.3,1.4,0.884,0.8,2.9,3.7,3.4,1,0.5,2.3,1.5,0.559,0.516,167.7,3.1,11.4,7.2,17.9,14.8,1.8,1.5,24.1,0.1,1.2,103.5,115.7,-12.1,288.9,14.7,0.224,1.5,0.5,0.1,13,17,0.433,-0.2,0.8,0.6,0,"PG",163,74,"Undrafted",358.5
