"","Player","Team","GP","MPG","PPG","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","ORB","DRB","RPG","APG","SPG","BPG","TOV","PF","TS%","eFG%","Total S %","ORB%","DRB%","TRB%","AST%","TOV%","STL%","BLK%","USG%","PPR","PPS","ORtg","DRtg","eDiff","FIC","PER","HOB","Ast/TO","Stl/TO","FT/FGA","W's","L's","Win %","OWS","DWS","WS","CalledUp","Pos","WT","HT","Draft","pic"
"296","D.J. Stewart","AUS",36,34.1,17.6,6.7,13.9,0.48,1.2,3.4,0.361,1.9,2.5,0.764,0.9,3.6,4.5,3.1,1.1,0.3,2.3,2.2,0.585,0.524,160.5,2.6,12.1,7.2,15.2,13.2,1.7,0.7,22.7,-0.6,1.3,104.3,116.7,-12.4,392.6,14,0.254,1.4,0.5,0.2,13,23,0.361,-0.1,0.9,0.8,1,"SG",205,78,"Undrafted",493.2
"297","David Stockton","MHU",14,25.7,11.2,4.1,11,0.37,1.4,4.4,0.328,1.1,1.4,0.842,0.5,2.5,3,4.2,0.8,0.1,1.9,2.5,0.483,0.435,154,1.9,11,6.1,25,13.8,1.5,0.5,22.6,3.7,1,97.5,120.6,-23.1,96.1,10.4,0.21,2.3,0.4,0.1,3,11,0.214,-0.3,0.1,-0.2,0,"G",165,71,"Undrafted",103.6
"298","Craig Sword","CAP",29,20.6,7.9,2.9,5.2,0.55,0.6,1.8,0.314,1,1.2,0.8,0.8,2.5,3.3,1.2,1.7,0.8,1.1,3,0.691,0.603,166.3,4.2,12.8,8.5,7.4,15.7,4,3.4,14,-1.4,1.5,116.2,106.4,9.7,211.9,15.7,0.093,1.1,1.6,0.2,19,10,0.655,0.5,1.1,1.7,1,"G",196,75,"Undrafted",217.5
"299","Gerard Tarin","SLC",16,19,7.4,3,5.1,0.585,0.6,1.1,0.529,0.6,1.1,0.529,2,3.9,5.9,1,0.8,0.3,0.9,2.6,0.665,0.64,164.4,11,23.5,16.9,7.4,14.4,1.9,1.5,15.2,-1.4,1.5,124,115.8,8.1,126.6,17.6,0.095,1.1,0.8,0.2,5,11,0.313,0.5,0.3,0.8,0,"G",215,81,"Undrafted",130.4
"300","Anthony Tarke","MCC",17,10.3,3,1.1,2.7,0.391,0.1,0.8,0.143,0.4,0.8,0.538,0.8,1.4,2.2,0.6,0.4,0.6,0.6,0.8,0.493,0.413,107.3,7.9,13.5,10.8,7.4,16.2,1.9,4.5,15.1,-1.9,1.1,92.8,106.3,-13.5,52.6,10,0.039,1,0.7,0.3,13,4,0.765,-0.2,0.3,0.1,0,"PF",220,78,"Undrafted",45.9
"301","Ryan Taylor","SCW",30,24.4,8.3,2.8,6.9,0.404,2,5.3,0.373,0.5,0.6,0.882,0.9,1.4,2.3,0.9,0.4,0.2,0.7,1.8,0.58,0.546,166,3.8,5.9,4.9,4.7,9.3,0.7,0.6,13.9,-0.6,1.2,110.6,123.5,-12.9,138.1,8.5,0.088,1.2,0.5,0.1,13,17,0.433,0.3,0,0.3,0,"G",190,78,"Undrafted",145.5
"302","Terry Taylor","FWN",4,39,29.8,12,20.8,0.578,2.3,4.5,0.5,2.3,2.8,0.818,4.8,6.8,11.5,3,1.8,0.3,1,2.8,0.677,0.633,189.6,11.8,17.5,14.6,12.8,4.4,2,0.6,24.2,2.4,1.4,135.6,106.3,29.3,102.4,27.7,0.341,3,1.8,0.1,3,1,0.75,0.6,0.3,0.9,1,"GF",230,77,"Undrafted",123.4
"303","MaCio Teague","SLC",12,26.3,11.8,4.5,10.1,0.446,0.8,2.7,0.281,1.2,1.3,0.933,0.9,2.5,3.4,2.4,0.8,0.2,0.9,1.5,0.553,0.483,166.1,3.7,10.6,7,12.8,7.9,1.4,0.6,19.1,2.6,1.2,109.7,123.3,-13.6,98.1,13.1,0.162,2.6,0.8,0.1,3,9,0.25,0.2,0,0.2,0,"PG",195,76,"Undrafted",119.4
"304","Christian Terrell","STO",30,16.4,4.8,1.9,4.2,0.441,0.9,2.6,0.346,0.1,0.4,0.308,0.3,1.5,1.8,1,0.4,0.2,0.6,1.1,0.546,0.547,109.5,2,10.6,6.2,8.1,11.9,1.4,1.2,14,0.3,1.1,104.3,116,-11.8,101.1,9.2,0.07,1.6,0.7,0.1,15,15,0.5,0,0.4,0.4,0,"SF",200,77,"Undrafted",109.5
"305","Emanuel Terry","STO",29,28,14.2,6.2,9.4,0.663,0,0,0,1.1,2,0.552,2.7,5.9,8.6,1.8,0.9,0.7,2.3,2.7,0.69,0.663,121.5,10.8,24.1,17.4,10,18.1,1.7,2.2,20.5,-4.1,1.5,117,111,6,383.5,20.7,0.195,0.8,0.4,0.2,13,16,0.448,1.2,1.1,2.3,1,"F",220,81,"Undrafted",446.6
"306","Tyrell Terry","MHU",16,24.7,12.1,3.8,10.7,0.351,1.1,4.1,0.258,2.5,2.8,0.889,0.6,2.1,2.7,3.4,0.8,0,1.4,1.6,0.506,0.401,149.7,2.3,9.3,5.7,20.9,10.3,1.4,0,23.1,3.5,1.1,99.6,116,-16.4,113.4,10.8,0.182,2.5,0.5,0.3,6,10,0.375,-0.3,0.3,0,0,"PG",170,74,"Rnd 2",136
"307","Jon Teske","LAK",29,24.7,6.2,2.2,4.3,0.504,0.4,1.2,0.333,0.8,1.1,0.727,0.9,4.3,5.2,2.2,1.2,1.6,1,2.4,0.645,0.552,156.5,4.1,19.6,11.6,11.8,17.2,2.4,6.5,10.5,1.9,1.4,115.6,112.1,3.5,274.9,13.9,0.109,2.2,1.2,0.3,10,19,0.345,0.5,0.9,1.4,1,"PF",265,85,"Undrafted",271.15
"308","Brodric Thomas","MNE",22,30.8,14.5,4.5,10.7,0.426,2.1,5.8,0.359,2,2.5,0.768,1,4.6,5.6,3.9,1.5,0.8,2.9,3.3,0.616,0.523,155.3,3.6,15.4,9.6,17.5,19.5,2.4,2.4,20.5,-0.9,1.4,101.7,112.7,-10.9,259,13.2,0.202,1.3,0.5,0.2,10,12,0.455,-0.3,0.8,0.6,0,"G",185,77,"Undrafted",275
"309","Ethan Thompson","WCB",34,26.2,11.1,3.7,8.8,0.421,1.2,3.8,0.313,1.4,1.9,0.738,0.6,3.2,3.9,2.2,1,0.5,1.1,2.2,0.577,0.488,147.2,2.6,12.7,7.7,12,10.4,1.9,1.8,18,1.3,1.3,104.5,112.7,-8.2,284.6,12.2,0.147,1.9,0.9,0.2,15,19,0.441,0,1.1,1,0,"SG",195,77,"Undrafted",311.1
"310","Sam Thompson","SXF",29,29,9.5,3.8,8.5,0.445,0.9,2.9,0.31,0.7,1,0.75,1.6,3.6,5.1,1.4,0.9,0.3,0.9,2.3,0.532,0.498,150.5,5.8,13.5,9.6,6.9,8.8,1.5,0.9,15,0.2,1.1,107.6,117.7,-10.1,218,10.9,0.131,1.6,1,0.1,14,15,0.483,0.2,0.5,0.7,0,"F",200,79,"Undrafted",236.35
"311","Shevon Thompson","ACC",26,24.1,13.1,5.4,7.7,0.705,0,0.1,0,1.4,1.7,0.8,5,6.4,11.4,0.5,0.7,0.9,1.8,3.2,0.773,0.705,150.5,23,26.9,25.1,3.1,17.3,1.4,3.2,18.3,-6.1,1.7,134.7,106.5,28.2,394.9,26.6,0.138,0.3,0.4,0.2,18,8,0.692,2.1,1.2,3.3,0,"C",242,84,"Undrafted",417.3
"312","J.T. Thor","GBO",7,27.5,12,5,10.9,0.461,0.4,2.3,0.188,1,1.9,0.538,2.6,3,5.6,0.9,1,1,1.6,1.9,0.514,0.48,118.6,9.6,12,10.8,4.9,11.9,1.8,3.2,20.8,-3.7,1.1,98.8,123.5,-24.7,58.4,13.2,0.15,0.5,0.6,0.2,0,7,0,-0.1,0,-0.1,0,"PF",205,81,"Rnd 2",58.8
"313","Tre'Shawn Thurman","STO",33,20.1,7,2.6,6.3,0.415,1,3.3,0.294,0.5,0.8,0.654,1,3.5,4.5,0.9,0.8,0.5,0.8,1.8,0.531,0.493,136.3,5.4,19.9,12.6,6.5,11,2,2.2,16.9,-1,1.1,102,111.6,-9.6,199.8,12,0.087,1.1,1,0.1,15,18,0.455,-0.2,0.9,0.7,0,"F",225,79,"Undrafted",209.55
"314","Justin Tillman","COL",28,35.3,23.5,10,16.7,0.6,0.2,0.4,0.417,2,2.6,0.77,5.1,6.7,11.8,1.1,0.8,0.8,1.6,3.5,0.656,0.606,178.7,15.1,19.7,17.4,5.2,8.2,1.1,2,23.2,-2.4,1.4,126.5,115,11.5,544.3,24.3,0.256,0.7,0.5,0.2,16,12,0.571,2.8,0.9,3.7,1,"PF",229,80,"Undrafted",634.2
"315","Jeremiah Tilmon","LAK",31,20.7,10,4.2,6.4,0.652,0,0.1,0.333,0.9,1.4,0.667,1.9,3.2,5.1,1.9,0.4,0.8,1.3,4,0.718,0.654,165.2,10,17.7,13.7,14.3,15.9,1,3.9,17.9,-0.4,1.6,124.1,117.7,6.3,274,18.6,0.152,1.4,0.3,0.2,10,21,0.323,1.3,0.4,1.7,0,"C",260,82,"Undrafted",274.35
"316","Janis Timma","LAK",20,20.2,6.4,2.3,6.4,0.354,1.6,5.1,0.304,0.2,0.2,0.75,0.5,2.9,3.4,1.3,0.3,0.3,0.7,2,0.493,0.476,140.8,2.7,16.6,9.4,8.1,9.8,0.7,1.3,15.7,0.7,1,97.7,123.3,-25.7,85,7.6,0.083,1.8,0.4,0,9,11,0.45,-0.3,0,-0.3,0,"SF",226,79,"Rnd 2",89.9999999999999
"317","Isaiah Todd","CAP",27,30.8,11.7,4.3,11.2,0.38,1.9,6.8,0.284,0.7,1.1,0.613,0.7,4.4,5.2,0.8,0.5,1,1.5,2.7,0.499,0.465,127.7,2.6,15,8.9,3.5,11.5,0.8,3,18.1,-3.2,1,92.8,114.2,-21.4,172.1,7.6,0.117,0.5,0.3,0.1,18,9,0.667,-0.9,0.8,-0.1,0,"PF",210,82,"Rnd 2",182.25
"318","Jahlil Tripp","COL",15,19.1,5.3,1.9,4.7,0.408,0.3,1.2,0.278,0.6,0.9,0.692,1,3.6,4.6,2.1,0.9,0.1,1.5,2.1,0.515,0.444,137.9,5.3,20.2,12.6,13.2,22.3,2.2,0.6,14.2,-0.5,1.1,93.5,112.2,-18.8,84.4,9.1,0.09,1.4,0.6,0.2,6,9,0.4,-0.3,0.4,0.1,0,"SF",215,77,"Undrafted",86.25
"319","Jordy Tshimanga","IWA",28,18.6,6.8,2.8,5.2,0.538,0,0.1,0,0.8,1.4,0.553,2.6,4.4,7,0.8,0.4,0.8,1.9,3.1,0.591,0.538,109.1,14.9,24.1,19.6,6.2,24.7,1.1,3.7,17.7,-7.4,1.3,98.9,109.4,-10.6,192.3,13.5,0.089,0.4,0.2,0.3,12,16,0.429,-0.3,0.8,0.5,0,"C",268,83,"Undrafted",170.8
"320","Rayjon Tucker","WIS",27,33.4,21.1,7.2,13.6,0.53,1.7,5,0.338,2.9,4,0.738,1.3,6.4,7.6,3.8,1.2,0.1,2,2.4,0.689,0.593,160.7,3.7,19.2,11.3,17.3,11.4,1.7,0.3,21.7,1.7,1.6,118.7,119.5,-0.8,470.4,19.3,0.262,1.9,0.6,0.3,7,20,0.259,1.5,0.4,1.9,1,"SF",209,75,"Undrafted",575.1
"321","Justin Turner","MCC",17,17.5,8.5,3.1,6.8,0.457,1.2,3.1,0.404,0.6,0.7,0.917,0.5,1.9,2.4,1.7,0.6,0,0.9,1.3,0.598,0.547,177.7,2.8,10.6,6.8,13.8,11.7,1.6,0,19.6,1.1,1.3,111.4,112.7,-1.3,97.5,13.5,0.115,1.8,0.6,0.1,12,5,0.706,0.2,0.4,0.6,0,"G",205,76,"Undrafted",118.15
"322","Breein Tyree","RAP",26,24,13.3,4.8,10.9,0.445,1.5,4.3,0.357,1.3,1.7,0.814,0.2,2.6,2.8,3.5,0.9,0.4,1.7,2.1,0.573,0.516,161.6,0.8,11,5.8,21.8,13,1.9,1.6,23,2.4,1.2,108.4,110.9,-2.5,225.9,14.8,0.201,2,0.5,0.2,18,8,0.692,0.3,0.9,1.2,0,"PG",195,74,"Undrafted",267.8
"323","Denzel Valentine","MNE",12,31.9,14.6,5.5,12.5,0.44,2.6,7.3,0.352,0.9,1.2,0.786,0.9,9.4,10.3,7,1.1,0.3,3.6,2.7,0.56,0.543,157.8,3.2,30.9,17.6,30.4,21.6,1.6,0.7,22.5,3.3,1.2,106.2,115.6,-9.4,194,15.5,0.29,2,0.3,0.1,5,7,0.417,0.1,0.3,0.4,0,"F",220,76,"Rnd 1",229.2
"324","Christian Vital","RGV",28,21.7,13.2,4.5,10.9,0.408,2.1,5.7,0.377,1.2,1.6,0.717,1.1,2.4,3.6,3.3,1.6,0.3,1.7,2,0.566,0.507,150.3,5.4,11.5,8.5,21.2,12.6,3.6,0.9,24.8,2.4,1.2,113.4,111,2.5,276.3,17.7,0.174,2,1,0.2,21,7,0.75,0.7,0.8,1.6,0,"PG",187,74,"Undrafted",299.6
"325","Will Vorhees","FWN",28,13.5,4.4,1.8,3.6,0.5,0.2,0.9,0.208,0.4,0.6,0.556,1.5,2,3.5,0.8,0.2,0.3,0.7,2.6,0.574,0.525,126.4,10.6,15,12.7,8.3,15.6,0.7,1.6,13.7,-1.2,1.2,110.4,117.2,-6.7,104.5,10.9,0.063,1.2,0.3,0.2,12,16,0.429,0.2,0.3,0.4,0,"PF",240,80,"Undrafted",84
"326","Zaire Wade","SLC",12,18.6,1.8,0.7,2.6,0.258,0.3,1.3,0.188,0.2,0.3,0.667,0.5,1.8,2.3,1.4,0.8,0.4,0.8,1.8,0.325,0.306,111.2,2.9,10.9,6.9,9.2,23.6,2.2,2,8.4,0.6,0.7,79.1,117,-38,30.6,4.5,0.05,1.7,1,0.1,3,9,0.25,-0.3,0.2,-0.1,0,"G",170,75,"Undrafted",19.8
"327","Chris Walker","ACC",19,16.2,8.6,3.6,6.4,0.566,0,0.1,0,0.8,1.1,0.714,2.2,3.7,5.9,0.4,0.5,1.3,0.8,2.2,0.625,0.566,128,15.3,23.6,19.6,4,10.9,1.6,6.8,20.6,-3.4,1.3,117.6,110.3,7.4,165.6,22.1,0.095,0.5,0.6,0.2,10,9,0.526,0.4,0.5,0.9,0,"PF",200,81,"Undrafted",168.15
"328","Kyree Walker","CAP",23,13.9,8.7,3.3,6.4,0.524,0.6,1.7,0.359,0.8,1.5,0.529,0.5,2.3,2.7,1.1,0.6,0.2,0.8,1.5,0.617,0.571,141.2,3.9,16.8,10.6,11.3,10,2.1,1.4,23.9,-0.4,1.4,111.2,112.4,-1.1,135.5,17.7,0.1,1.4,0.8,0.2,15,8,0.652,0.3,0.4,0.6,0,"SF",215,79,"Undrafted",159.85
"329","M.J. Walker","WES",26,27.6,10.7,3.6,8.6,0.417,1.4,4,0.35,1.2,1.4,0.838,0.6,2,2.7,2.3,1,0.3,1.6,2.2,0.579,0.498,160.4,2.3,7.8,5.1,11.7,14.6,1.7,1,16.9,0,1.2,100.5,113.9,-13.5,176.6,9.6,0.144,1.5,0.6,0.2,16,10,0.615,-0.3,0.8,0.4,1,"SF",213,77,"Undrafted",193.7
"330","Keaton Wallace","ACC",31,34.4,18.1,6.9,14.6,0.469,1.9,4.6,0.415,1.6,2,0.823,0.9,5,5.9,4.7,1.6,0.5,2.1,2.9,0.582,0.534,170.7,2.9,15.1,9.2,19.7,11.7,2.3,1.1,22.3,3.1,1.2,113.9,110.5,3.4,440,17.6,0.269,2.3,0.8,0.1,20,11,0.645,1.2,1.5,2.8,0,"G",185,75,"Undrafted",527
"331","Tyrone Wallace","LIN",18,35.6,21.2,7.4,15.1,0.493,2.6,6.1,0.427,2.3,3.1,0.745,0.3,5.6,5.9,4.9,1.2,0.8,2.7,2.8,0.643,0.579,166.5,1,15.8,8.5,22.4,13.9,1.6,2,22.9,1.8,1.4,117,109.6,7.4,287.9,18.7,0.309,1.9,0.4,0.2,13,5,0.722,1,1,2,1,"G",198,77,"Rnd 2",350.1
"332","Derrick Walton, Jr.","MCC",25,36,16.8,5.9,11.6,0.505,1.3,3.3,0.386,2.6,3.2,0.813,0.5,5.1,5.6,9.5,1.5,0,3.7,2.2,0.645,0.56,170.3,1.4,14.7,8.1,37.2,22.2,1.9,0.1,19.6,7,1.4,115.6,111.8,3.9,435.3,16.7,0.366,2.5,0.4,0.3,16,9,0.64,1.2,1.2,2.4,1,"PG",189,72,"Undrafted",523.75
"333","Lindy Waters III","OKL",16,26.3,11.4,3.6,6.9,0.523,2.6,5.4,0.488,1.1,1.2,0.947,0.9,3.5,4.4,1.6,1.8,0.4,0.4,1.3,0.767,0.712,195.8,3.9,13.2,8.7,8.9,4.8,3.2,1.5,13,2.7,1.6,147.5,107.3,40.2,194.1,19.7,0.13,4.3,4.7,0.2,9,7,0.563,1.2,0.8,2,1,"SG",210,78,"Undrafted",221.6
"334","Tremont Waters","SBL",29,28.3,12.9,4.7,11.4,0.413,2.2,6.3,0.357,0.7,1.2,0.618,0.3,1.9,2.2,5.3,1.6,0.2,2.9,2,0.54,0.511,138.7,1,7.1,4.1,26,19.7,2.7,0.5,22.1,2.2,1.1,100.1,117,-16.9,255.3,12,0.234,1.8,0.5,0.1,15,14,0.517,-0.5,0.6,0.1,1,"PG",175,70,"Rnd 2",285.65
"335","Ibi Watson","COL",26,18,7.6,2.6,6.4,0.41,0.9,3,0.308,0.8,1,0.88,0.5,2.3,2.8,1,0.3,0.2,0.4,1.2,0.559,0.482,159.7,2.7,13.4,8.2,7,5.9,0.9,1.1,17,1.2,1.2,108.3,118.1,-9.8,134.9,11,0.082,2.3,0.8,0.2,16,10,0.615,0.1,0.3,0.4,0,"SG",200,77,"Undrafted",154.7
"336","Paul Watson","OKL",9,25.8,9.4,3.2,8.3,0.387,1.4,4.8,0.302,0.9,1.3,0.667,0.6,3.8,4.3,1.4,0.8,0.2,2.3,1.9,0.529,0.473,135.6,2.4,14.2,8.7,7.7,20.7,1.4,0.7,18.8,-5.2,1.1,85.1,111.3,-26.2,47.3,6.4,0.114,0.6,0.3,0.2,6,3,0.667,-0.5,0.3,-0.2,0,"GF",210,78,"Undrafted",54.9
"337","Quinndary Weatherspoon","SCW",20,30.8,25.3,10.1,19.2,0.523,1.1,3.9,0.282,2.8,3.1,0.887,1.7,5,6.7,3.1,2.1,0.6,3.7,3.2,0.615,0.552,169.3,5.8,16.4,11.2,17.9,15.1,3.2,1.8,33,-5.1,1.3,105.3,111.9,-6.5,313,22,0.307,0.8,0.6,0.2,9,11,0.45,0,0.8,0.8,1,"SG",207,76,"Rnd 2",407
"338","Kahlil Whitney","RGV",16,10,4.1,1.6,3.6,0.431,0.4,1.7,0.222,0.4,0.7,0.545,0.8,0.8,1.6,0.5,0.3,0.2,0.8,1.1,0.517,0.483,119.9,7.6,8.5,8,6.5,17.1,1.2,1.5,19,-4.7,1.1,97.7,117.8,-20.1,32.6,8.7,0.046,0.6,0.3,0.2,10,6,0.625,-0.1,0.1,0,0,"SF",210,78,"Undrafted",32
"339","Joe Wieskamp","AUS",15,33.5,17.1,6.4,13.5,0.475,2.9,7.7,0.371,0.9,1.1,0.824,0.3,3,3.3,1.9,1.4,0.4,1.1,2.5,0.613,0.582,166.9,1,9.7,5.2,8.1,7.5,2,1,18.9,0.5,1.3,116.9,115.7,1.2,157.9,14.9,0.192,1.7,1.2,0.1,7,8,0.467,0.6,0.4,1,0,"SF",210,78,"Rnd 2",192.75
"340","Lindell Wigginton","WIS",11,32.7,16.4,6,15,0.4,1.4,6.6,0.205,2,3.2,0.629,0.9,3.9,4.8,5.4,0.6,0.4,3.5,2.2,0.499,0.445,123.4,2.6,12,7.2,26,17.8,0.9,1,25.9,0.1,1.1,90.9,118.9,-28,104.4,9.5,0.289,1.5,0.2,0.2,3,8,0.273,-0.8,0.2,-0.6,1,"SG",189,73,"Undrafted",121.55
"341","Brandon Williams","WES",13,33.1,22.6,7.7,16.6,0.463,2.1,5.8,0.36,3.2,3.7,0.854,0.4,3.7,4.1,6.4,0.8,0.6,3.4,2.1,0.62,0.525,167.7,1.2,12.1,6.6,31.4,15.7,1.2,1.8,28.6,2.7,1.4,108.1,117.2,-9,198.5,17.9,0.345,1.9,0.2,0.2,7,6,0.538,0.2,0.3,0.5,1,"PG",190,74,"Undrafted",248.3
"342","Emmitt Williams","ACC",23,20.2,8.4,2.7,5.3,0.516,0.8,1.7,0.45,1.2,1.4,0.818,1.7,3.4,5,0.8,0.8,0.6,1,2.2,0.711,0.59,178.5,9,17.7,13.5,5,15,1.9,2.4,14.9,-2.6,1.6,120.7,112.8,8,186.6,15.9,0.08,0.8,0.8,0.3,15,8,0.652,0.6,0.6,1.2,0,"PF",225,78,"Undrafted",196.65
"343","Bryce Wills","GRG",14,24,4.7,2.1,4.9,0.42,0.5,1.5,0.333,0.1,0.9,0.083,0.2,3.7,3.9,3.4,0.9,0.7,2.1,1.8,0.444,0.471,83.7,1,16.6,8.9,18.1,28.8,1.8,2.7,13.8,0.4,1,83.9,115.1,-31.1,78.3,6.8,0.131,1.6,0.4,0.2,6,8,0.429,-0.6,0.3,-0.3,0,"SG",200,78,"Undrafted",79.1
"344","D.J. Wilson","OKL",17,29.2,19.6,7.9,14.3,0.551,1.2,3.5,0.333,1.7,2.4,0.707,2.1,9.1,11.2,2.8,0.8,1.2,2.5,2.9,0.64,0.593,159.2,7.6,30.5,19.7,17,14.1,1.4,3.5,26.7,-2.2,1.4,113.4,102.4,11,301.6,23.5,0.265,1.1,0.3,0.2,9,8,0.529,0.6,1.2,1.8,1,"F",230,82,"Rnd 1",364.65
"345","Jared Wilson-Frame","SLC",32,36.2,17,6.1,15.5,0.395,3.3,9,0.372,0.9,1.2,0.789,0.5,4.4,4.8,4.8,0.8,0.2,3.2,2.1,0.53,0.503,155.6,1.3,13.3,7.1,19.7,16.5,1.1,0.5,23.1,0.1,1.1,98,120,-22,329.8,10.9,0.27,1.5,0.3,0.1,9,23,0.281,-1.1,0.4,-0.6,0,"SG",220,77,"Undrafted",395.2
"346","Dylan Windler","CLE",10,35.6,15.3,5.3,11.1,0.477,2.3,5.9,0.39,1.3,2.1,0.619,1.8,8.1,9.9,2.8,1.6,0.3,2.2,2.6,0.636,0.581,148.6,5.3,20.5,13.5,11.3,15.5,2.2,0.8,17.3,-0.9,1.4,113.3,110.5,2.9,152.6,15.9,0.199,1.3,0.7,0.2,3,7,0.3,0.3,0.5,0.8,0,"SF",199,78,"Rnd 1",174.5
"347","Cassius Winston","CAP",20,19.5,13.4,4.4,9.5,0.458,1.4,3.7,0.384,2.4,2.7,0.889,0.3,2.7,3,5,0.9,0.2,2.5,2.3,0.627,0.532,173,1.7,13.8,7.9,36.5,18.6,2.1,0.7,27.8,4.5,1.4,112.8,112.6,0.2,199.5,19.5,0.211,2,0.3,0.3,12,8,0.6,0.5,0.5,1,0,"PG",185,73,"Rnd 2",241
"348","Robert Woodard II","AUS",18,27.5,13.5,5.3,12.4,0.429,1.2,3.8,0.324,0.9,1.4,0.654,2.1,5.9,8,1.7,0.7,1,1.9,1.8,0.516,0.478,140.6,7.9,22.7,15.2,9.3,12.9,1.3,3.2,23.8,-3,1.1,99,108.6,-9.6,193.3,14.5,0.168,0.9,0.4,0.1,9,9,0.5,-0.4,0.8,0.4,1,"G",230,79,"Rnd 2",216.9
"349","Adam Woodbury","LIN",31,21.1,7,2.9,4.5,0.647,0,0,0,0.7,1,0.7,2.9,5.3,8.2,1,0.3,0.6,1.5,2.8,0.716,0.647,134.7,13.9,25.1,19.5,7,23.2,0.7,2.7,12.7,-3.8,1.6,119.9,110,9.9,285.8,16.2,0.097,0.7,0.2,0.2,17,14,0.548,0.8,1,1.8,0,"C",245,85,"Undrafted",283.65
"350","McKinley Wright IV","IWA",18,36.9,18.9,7.1,15.8,0.446,1.9,5.5,0.343,2.1,2.6,0.804,1,3.7,4.7,7.3,1.4,0.6,2.8,2.2,0.559,0.505,159.3,2.9,10.4,6.7,30.6,14.3,1.9,1.4,23.3,5.6,1.2,112.8,115.2,-2.4,272.5,16.8,0.355,2.6,0.5,0.2,9,9,0.5,0.7,0.6,1.3,0,"PG",192,71,"Undrafted",322.2
"351","Moses Wright","TEX",29,32,19.6,7.9,14.1,0.562,1.1,2.8,0.395,1.6,2.4,0.657,2.9,6.4,9.2,1.6,0.8,1.4,2.4,3.3,0.646,0.601,161.5,9.7,20,15.1,8,13.7,1.3,3.8,24.2,-4.4,1.4,113.1,107.4,5.7,449.8,20.8,0.229,0.6,0.3,0.2,21,8,0.724,1,1.7,2.7,1,"FC",226,80,"Undrafted",517.65
"352","Justin Wright-Foreman","BIR",14,24.7,12.3,4.6,9.7,0.471,2.3,5.8,0.395,0.6,0.8,0.727,0.5,2.7,3.2,1.4,1,0,0.6,0.7,0.611,0.588,159.3,2.3,11.8,7.1,8.3,6,2.1,0,19.8,1.3,1.3,116.8,121.2,-4.5,121.4,15.9,0.141,2.2,1.6,0.1,8,6,0.571,0.4,0.1,0.5,0,"SG",190,74,"Rnd 2",154.7
"353","Gabe York","FWN",34,37.1,21.7,7.7,19.3,0.401,3.4,11.2,0.308,1.9,2.2,0.84,1,3.7,4.7,4.1,2.5,0.1,1.9,1.8,0.536,0.49,154.9,2.5,10.3,6.3,16.8,8.6,3.1,0.1,24.3,2.2,1.1,106.3,112.9,-6.6,477.1,15.3,0.284,2.2,1.3,0.1,17,17,0.5,0.2,1.5,1.7,1,"SG",185,75,"Undrafted",576.3
"354","Cameron Young","CLE",31,35,20.7,7.3,14.7,0.497,2.8,7,0.399,2,2.6,0.788,1,3.2,4.1,2,1,0.2,2,2.1,0.656,0.592,168.3,2.9,9.1,6,9.3,11.1,1.3,0.6,21.9,-1.7,1.4,115.4,119.8,-4.5,381.8,16,0.232,1,0.5,0.2,10,21,0.323,1.3,0.4,1.7,0,"G",205,78,"Undrafted",477.4
"355","Joe Young","BIR",30,34.4,19,7.2,15.5,0.468,2.2,6.1,0.368,1.7,1.9,0.893,0.2,2.9,3,5.4,1.4,0,1.7,1.5,0.583,0.54,172.9,0.5,9,4.9,24.1,9.5,2.1,0.1,23.8,5.7,1.2,115,120.7,-5.6,402,17.1,0.304,3.2,0.8,0.1,18,12,0.6,1.4,0.3,1.7,0,"G",180,74,"Rnd 2",513
"356","Marcus Zegarowski","LIN",8,27.5,10.1,3.8,10.4,0.361,2.4,6.6,0.358,0.1,0.3,0.5,0.4,2.6,3,2.3,0.6,0.1,1.5,1.8,0.483,0.476,122,1.3,9.4,5.4,11.3,12.5,1.1,0.4,18.2,0,1,97.3,117.7,-20.4,41.8,7.5,0.145,1.5,0.4,0,3,5,0.375,-0.2,0.1,0,0,"PG",181,74,"Rnd 2",46
